SNR;SGL;FSP;gueltigVon;gueltigBis
166807;GY9;  ;;
166819;G8A;  ;;
166819;GY9;  ;;
166820;G8A;  ;;
166820;GY9;  ;;
166832;G8A;  ;;
166832;GY9;  ;;
166844;G8A;  ;;
166844;GY9;  ;;
166856;G8A;  ;;
166856;GY9;  ;;
166868;G8A;  ;;
166868;GY9;  ;;
166870;G8A;  ;;
166870;GY9;  ;;
166881;G8A;  ;;
166881;GY9;  ;;
166893;G8A;  ;;
166893;GY9;  ;;
166900;GY9;  ;;
166900;G8A;  ;;
166911;G8A;  ;;
166911;GY9;  ;;
166923;G8A;  ;;
166923;GY9;  ;;
166935;G8A;  ;;
166935;GY9;  ;;
166947;G8A;  ;;
166947;GY9;  ;;
166959;G8A;  ;;
166959;GY9;  ;;
166960;G8A;  ;;
166960;GY9;  ;;
166996;G8A;  ;;
166996;GY9;  ;;
167009;G8A;  ;;
167009;GY9;  ;;
167010;G8A;  ;;
167010;GY9;  ;;
167022;G8A;  ;;
167022;GY9;  ;;
167034;G8A;  ;;
167034;GY9;  ;;
167046;G8A;  ;;
167046;GY9;  ;;
167058;G8A;  ;;
167058;GY9;  ;;
167060;G8A;  ;;
167060;GY9;  ;;
167071;G8A;  ;;
167071;GY9;  ;;
167083;G8A;  ;;
167083;GY9;  ;;
167095;G8A;  ;;
167095;GY9;  ;;
167101;G8A;  ;;
167101;GY9;  ;;
167113;G8A;  ;;
167113;GY9;  ;;
167125;GY9;  ;;
167125;G8A;  ;;
167137;GY9;  ;;
167137;G8A;  ;;
167149;GY9;  ;;
167149;G8A;  ;;
167150;G8A;  ;;
167150;GY9;  ;;
167162;G8A;  ;;
167162;GY9;  ;;
167186;G8A;  ;;
167186;GY9;  ;;
167198;GY9;  ;;
167198;G8A;  ;;
167204;G8A;  ;;
167204;GY9;  ;;
167216;G8A;  ;;
167216;GY9;  ;;
167228;G8A;  ;;
167228;GY9;  ;;
167241;GY9;  ;;
167241;G8A;  ;;
167253;GY9;  ;;
167253;G8A;  ;;
167265;G8A;  ;;
167265;GY9;  ;;
167277;G8A;  ;;
167277;GY9;  ;;
167289;G8A;  ;;
167289;GY9;  ;;
167290;G8A;  ;;
167290;GY9;  ;;
167307;G8A;  ;;
167307;GY9;  ;;
167319;G8A;  ;;
167319;GY9;  ;;
167320;G8A;  ;;
167320;GY9;  ;;
167332;G8A;  ;;
167332;GY9;  ;;
167344;G8A;  ;;
167344;GY9;  ;;
167356;G8A;  ;;
167356;GY9;  ;;
167368;G8A;  ;;
167368;GY9;  ;;
167370;G8A;  ;;
167370;GY9;  ;;
167381;G8A;  ;;
167381;GY9;  ;;
167393;G8A;  ;;
167393;GY9;  ;;
167400;G8A;  ;;
167400;GY9;  ;;
167411;GY9;  ;;
167411;G8A;  ;;
167423;GY9;  ;;
167423;G8A;  ;;
167435;GY9;  ;;
167435;G8A;  ;;
167447;GY9;  ;;
167447;G8A;  ;;
167459;GY9;  ;;
167459;G8A;  ;;
167460;GY9;  ;;
167460;G8A;  ;;
167472;GY9;  ;;
167472;G8A;  ;;
167484;G8A;  ;;
167484;GY9;  ;;
167496;GY9;  ;;
167496;G8A;  ;;
167502;G8A;  ;;
167502;GY9;  ;;
167514;G8A;  ;;
167514;GY9;  ;;
167526;G8A;  ;;
167526;GY9;  ;;
167538;G8A;  ;;
167538;GY9;  ;;
167540;G8A;  ;;
167540;GY9;  ;;
167551;G8A;  ;;
167551;GY9;  ;;
167563;G8A;  ;;
167563;GY9;  ;;
167575;G8A;  ;;
167575;GY9;  ;;
167587;GY9;  ;;
167587;G8A;  ;;
167599;G8A;  ;;
167599;GY9;  ;;
167605;G8A;  ;;
167605;GY9;  ;;
167629;GY9;  ;;
167629;G8A;  ;;
167630;G8A;  ;;
167630;GY9;  ;;
167642;G8A;  ;;
167642;GY9;  ;;
167654;G8A;  ;;
167654;GY9;  ;;
167666;G8A;  ;;
167666;GY9;  ;;
167678;G8A;  ;;
167678;GY9;  ;;
167680;G8A;  ;;
167680;GY9;  ;;
167691;G8A;  ;;
167691;GY9;  ;;
167708;G8A;  ;;
167708;GY9;  ;;
167710;G8A;  ;;
167710;GY9;  ;;
167721;G8A;  ;;
167721;GY9;  ;;
167733;G8A;  ;;
167733;GY9;  ;;
167745;G8A;  ;;
167745;GY9;  ;;
167757;G8A;  ;;
167757;GY9;  ;;
167770;G8A;  ;;
167770;GY9;  ;;
167782;G8A;  ;;
167782;GY9;  ;;
167794;GY9;  ;;
167794;GY9;EZ;;
167794;GY9;LB;;
167794;GY9;SB;;
167800;G8A;  ;;
167800;GY9;  ;;
167812;G8A;  ;;
167812;GY9;  ;;
167824;G8A;  ;;
167824;GY9;  ;;
167836;G8A;  ;;
167836;GY9;  ;;
167848;G8A;  ;;
167848;GY9;  ;;
167850;G8A;  ;;
167850;GY9;  ;;
167861;G8A;  ;;
167861;GY9;  ;;
167873;G8A;  ;;
167873;GY9;  ;;
167885;G8A;  ;;
167885;GY9;  ;;
167897;G8A;  ;;
167897;GY9;  ;;
167903;G8A;  ;;
167903;GY9;  ;;
167915;G8A;  ;;
167915;GY9;  ;;
167927;G8A;  ;;
167927;GY9;  ;;
167939;G8A;  ;;
167939;GY9;  ;;
167940;G8A;  ;;
167940;GY9;  ;;
167952;G8A;  ;;
167952;GY9;  ;;
167976;G8A;  ;;
167976;GY9;  ;;
167988;G8A;  ;;
167988;GY9;  ;;
167990;G8A;  ;;
167990;GY9;  ;;
168002;G8A;  ;;
168002;GY9;  ;;
168014;G8A;  ;;
168014;GY9;  ;;
168026;G8A;  ;;
168026;GY9;  ;;
168038;G8A;  ;;
168038;GY9;  ;;
168040;G8A;  ;;
168040;GY9;  ;;
168051;G8A;  ;;
168051;GY9;  ;;
168063;G8A;  ;;
168063;GY9;  ;;
168075;G8A;  ;;
168075;GY9;  ;;
168087;G8A;  ;;
168087;GY9;  ;;
168099;G8A;  ;;
168099;GY9;  ;;
168105;G8A;  ;;
168105;GY9;  ;;
168117;G8A;  ;;
168117;GY9;  ;;
168129;G8A;  ;;
168129;GY9;  ;;
168130;G8A;  ;;
168130;GY9;  ;;
168142;G8A;  ;;
168142;GY9;  ;;
168154;G8A;  ;;
168154;GY9;  ;;
168154;G01;  ;;
168166;G8A;  ;;
168166;GY9;  ;;
168178;G8A;  ;;
168178;GY9;  ;;
168178;GY9;EZ;;
168178;GY9;LB;;
168178;GY9;SB;;
168180;GY9;EZ;;
168180;GY9;LB;;
168180;GY9;SB;;
168180;G8A;  ;;
168180;GY9;  ;;
168191;GY9;  ;;
168191;G8A;  ;;
168208;G8A;  ;;
168208;GY9;  ;;
168210;G8A;  ;;
168210;GY9;  ;;
168221;G8A;  ;;
168221;GY9;  ;;
168233;GY9;  ;;
168233;G8A;  ;;
168245;GY9;  ;;
168245;G8A;  ;;
168257;GY9;  ;;
168257;G8A;  ;;
168269;GY9;  ;;
168269;G8A;  ;;
168270;G8A;  ;;
168270;GY9;  ;;
168270;GY9;LB;;
168270;GY9;SB;;
168270;GY9;EZ;;
168282;GY9;  ;;
168294;G8A;  ;;
168294;GY9;  ;;
168312;G8A;  ;;
168312;GY9;  ;;
168336;G8A;  ;;
168336;GY9;  ;;
168348;GY9;  ;;
168348;G8A;  ;;
168350;G8A;  ;;
168350;GY9;  ;;
168361;G8A;  ;;
168361;GY9;  ;;
168373;G8A;  ;;
168373;GY9;  ;;
168385;G8A;  ;;
168385;GY9;  ;;
168397;G8A;  ;;
168397;GY9;  ;;
168403;G8A;  ;;
168403;GY9;  ;;
168415;GY9;  ;;
168415;G8A;  ;;
168427;G8A;  ;;
168427;GY9;  ;;
168439;GY9;  ;;
168439;G8A;  ;;
168440;GY9;  ;;
168440;G8A;  ;;
168452;GY9;  ;;
168452;G8A;  ;;
168464;GY9;  ;;
168464;G8A;  ;;
168476;GY9;  ;;
168476;G8A;  ;;
168490;G8A;  ;;
168490;GY9;  ;;
168506;G8A;  ;;
168506;GY9;  ;;
168518;GY9;  ;;
168518;G8A;  ;;
168520;G8A;  ;;
168520;GY9;  ;;
168531;G8A;  ;;
168531;GY9;  ;;
168543;G8A;  ;;
168543;GY9;  ;;
168555;G8A;  ;;
168555;GY9;  ;;
168567;G8A;  ;;
168567;GY9;  ;;
168579;GY8;  ;;
168580;G8A;  ;;
168580;GY9;  ;;
168592;G8A;  ;;
168592;GY9;  ;;
168592;GY9;LB;;
168592;GY9;SB;;
168592;GY9;EZ;;
168610;G8A;  ;;
168610;GY9;  ;;
168622;G8A;  ;;
168622;GY9;  ;;
168634;G8A;  ;;
168634;GY9;  ;;
168646;G8A;  ;;
168646;GY9;  ;;
168658;G8A;  ;;
168658;GY9;  ;;
168660;G8A;  ;;
168660;GY9;  ;;
168683;G8A;  ;;
168683;GY9;  ;;
168683;GY9;LB;;
168683;GY9;SB;;
168683;GY9;EZ;;
168695;G8A;  ;;
168695;GY9;  ;;
168701;G8A;  ;;
168701;GY9;  ;;
168701;GY9;LB;;
168701;GY9;SB;;
168701;GY9;EZ;;
168713;G8A;  ;;
168713;GY9;  ;;
168725;G8A;  ;;
168725;GY9;  ;;
168737;G8A;  ;;
168737;GY9;  ;;
168749;G8A;  ;;
168749;GY9;  ;;
168750;G8A;  ;;
168750;GY9;  ;;
168762;G8A;  ;;
168762;GY9;  ;;
168774;G8A;  ;;
168774;GY9;  ;;
168786;G8A;  ;;
168786;GY9;  ;;
168786;GY9;LB;;
168786;GY9;SB;;
168786;GY9;EZ;;
168798;G8A;  ;;
168798;GY9;  ;;
168804;GY9;  ;;
168816;G8A;  ;;
168816;GY9;  ;;
168828;G8A;  ;;
168828;GY9;  ;;
168830;GY9;  ;;
168853;G8A;  ;;
168853;GY9;  ;;
168865;G8A;  ;;
168865;GY9;  ;;
168877;G8A;  ;;
168877;GY9;  ;;
168877;GY9;LB;;
168877;GY9;SB;;
168877;GY9;EZ;;
168889;GY9;LB;;
168889;GY9;SB;;
168889;GY9;EZ;;
168889;G8A;  ;;
168889;GY9;  ;;
168890;G8A;  ;;
168890;GY9;  ;;
168907;G8A;  ;;
168907;GY9;  ;;
168920;G8A;  ;;
168920;GY9;  ;;
168932;G8A;  ;;
168932;GY9;  ;;
168932;GY9;LB;;
168932;GY9;SB;;
168932;GY9;EZ;;
168944;G8A;  ;;
168944;GY9;  ;;
168956;G8A;  ;;
168956;GY9;  ;;
168956;GY9;LB;;
168956;GY9;SB;;
168956;GY9;EZ;;
168970;GY9;LB;;
168970;GY9;SB;;
168970;GY9;EZ;;
168970;G8A;  ;;
168970;GY9;  ;;
168981;G8A;  ;;
168981;GY9;  ;;
168993;G8A;  ;;
168993;GY9;  ;;
168993;GY9;LB;;
168993;GY9;SB;;
168993;GY9;EZ;;
169006;G8A;  ;;
169006;GY9;  ;;
169018;G8A;  ;;
169018;GY9;  ;;
169020;G8A;  ;;
169020;GY9;  ;;
169031;G8A;  ;;
169031;GY9;  ;;
169043;G8A;  ;;
169043;GY9;  ;;
169055;G8A;  ;;
169055;GY9;  ;;
169067;G8A;  ;;
169067;GY9;  ;;
169079;G8A;  ;;
169079;GY9;  ;;
169080;G8A;  ;;
169080;GY9;  ;;
169092;G8A;  ;;
169092;GY9;  ;;
169109;G8A;  ;;
169109;GY9;  ;;
169110;G8A;  ;;
169110;GY9;  ;;
169110;GY9;SB;;
169110;GY9;EZ;;
169110;GY9;LB;;
169122;G8A;  ;;
169122;GY9;  ;;
169134;G8A;  ;;
169134;GY9;  ;;
169158;G8A;  ;;
169158;GY9;  ;;
169160;G8A;  ;;
169160;GY9;  ;;
169160;GY9;EZ;;
169160;GY9;LB;;
169160;GY9;SB;;
169171;G8A;  ;;
169171;GY9;  ;;
169183;G8A;  ;;
169183;GY9;  ;;
169213;G8A;  ;;
169213;GY9;  ;;
169225;G8A;  ;;
169225;GY9;  ;;
169237;G8A;  ;;
169237;GY9;  ;;
169249;G8A;  ;;
169249;GY9;  ;;
169250;G8A;  ;;
169250;GY9;  ;;
169274;G8A;  ;;
169274;GY9;  ;;
169274;GY9;EZ;;
169274;GY9;LB;;
169274;GY9;SB;;
169286;GY9;EZ;;
169286;GY9;LB;;
169286;GY9;SB;;
169286;G8A;  ;;
169286;GY9;  ;;
169298;G8A;  ;;
169298;GY9;  ;;
169298;GY9;EZ;;
169298;GY9;LB;;
169298;GY9;SB;;
169304;G8A;  ;;
169304;GY9;  ;;
169316;G8A;  ;;
169316;GY9;  ;;
169328;G8A;  ;;
169328;GY9;  ;;
169328;GY9;EZ;;
169328;GY9;LB;;
169328;GY9;SB;;
169330;GY9;EZ;;
169330;GY9;LB;;
169330;GY9;SB;;
169330;G8A;  ;;
169330;GY9;  ;;
169341;G8A;  ;;
169341;GY9;  ;;
169341;GY9;EZ;;
169341;GY9;LB;;
169341;GY9;SB;;
169353;G8A;  ;;
169353;GY9;  ;;
169390;G8A;  ;;
169390;GY9;  ;;
169390;GY9;EZ;;
169390;GY9;LB;;
169390;GY9;SB;;
169407;GY9;EZ;;
169407;GY9;LB;;
169407;GY9;SB;;
169407;G8A;  ;;
169407;GY9;  ;;
169419;G8A;  ;;
169419;GY9;  ;;
169420;G8A;  ;;
169420;GY9;  ;;
169456;G8A;  ;;
169456;GY9;  ;;
169468;G8A;  ;;
169468;GY9;  ;;
169470;G8A;  ;;
169470;GY9;  ;;
169481;G8A;  ;;
169481;GY9;  ;;
169481;GY9;EZ;;
169481;GY9;LB;;
169481;GY9;SB;;
169493;G8A;  ;;
169493;GY9;  ;;
169511;G8A;  ;;
169511;GY9;  ;;
169523;G8A;  ;;
169523;GY9;  ;;
169559;G8A;  ;;
169559;GY9;  ;;
169560;G8A;  ;;
169560;GY9;  ;;
169560;GY9;EZ;;
169560;GY9;LB;;
169560;GY9;SB;;
169572;GY9;EZ;;
169572;GY9;LB;;
169572;GY9;SB;;
169572;G8A;  ;;
169572;GY9;  ;;
169584;G8A;  ;;
169584;GY9;  ;;
169596;G8A;  ;;
169596;GY9;  ;;
169596;GY9;EZ;;
169596;GY9;LB;;
169596;GY9;SB;;
169602;GY9;EZ;;
169602;GY9;LB;;
169602;GY9;SB;;
169602;G8A;  ;;
169602;GY9;  ;;
169614;G8A;  ;;
169614;GY9;  ;;
169614;GY9;EZ;;
169614;GY9;LB;;
169614;GY9;SB;;
169626;GY9;EZ;;
169626;GY9;LB;;
169626;GY9;SB;;
169626;G8A;  ;;
169626;GY9;  ;;
169638;G8A;  ;;
169638;GY9;  ;;
169638;GY9;EZ;;
169638;GY9;LB;;
169638;GY9;SB;;
169640;G8A;  ;;
169640;GY9;  ;;
169663;G8A;  ;;
169663;GY9;  ;;
169663;GY9;EZ;;
169663;GY9;LB;;
169663;GY9;SB;;
169675;GY9;EZ;;
169675;GY9;LB;;
169675;GY9;SB;;
169675;G8A;  ;;
169675;GY9;  ;;
169687;G8A;  ;;
169687;GY9;  ;;
169687;GY9;EZ;;
169687;GY9;LB;;
169687;GY9;SB;;
169699;GY9;  ;;
169699;G8A;  ;;
169705;G8A;  ;;
169705;GY9;  ;;
169717;G8A;  ;;
169717;GY9;  ;;
169717;GY9;EZ;;
169717;GY9;LB;;
169717;GY9;SB;;
169729;GY9;EZ;;
169729;GY9;LB;;
169729;GY9;SB;;
169729;G8A;  ;;
169729;GY9;  ;;
169730;G8A;  ;;
169730;GY9;  ;;
169730;GY9;EZ;;
169730;GY9;LB;;
169730;GY9;SB;;
169754;G8A;  ;;
169754;GY9;  ;;
169766;G8A;  ;;
169766;GY9;  ;;
169766;GY9;EZ;;
169766;GY9;LB;;
169766;GY9;SB;;
169778;GY9;EZ;;
169778;GY9;LB;;
169778;GY9;SB;;
169778;G8A;  ;;
169778;GY9;  ;;
169780;G8A;  ;;
169780;GY9;  ;;
169780;GY9;EZ;;
169780;GY9;LB;;
169780;GY9;SB;;
169791;GY9;EZ;;
169791;GY9;LB;;
169791;GY9;SB;;
169791;G8A;  ;;
169791;GY9;  ;;
169808;G8A;  ;;
169808;GY9;  ;;
169810;G8A;  ;;
169810;GY9;  ;;
169833;G8A;  ;;
169833;GY9;  ;;
169833;GY9;EZ;;
169833;GY9;LB;;
169833;GY9;SB;;
169845;G8A;  ;;
169845;GY9;  ;;
169857;G8A;  ;;
169857;GY9;  ;;
169882;G01;  ;;
169894;G8A;  ;;
169894;GY9;  ;;
169894;GY9;EZ;;
169894;GY9;LB;;
169894;GY9;SB;;
169900;G8A;  ;;
169900;GY9;  ;;
169912;G8A;  ;;
169912;GY9;  ;;
169912;GY9;EZ;;
169912;GY9;LB;;
169912;GY9;SB;;
169924;GY9;EZ;;
169924;GY9;LB;;
169924;GY9;SB;;
169924;G8A;  ;;
169924;GY9;  ;;
169948;G8A;  ;;
169948;GY9;  ;;
169948;GY9;EZ;;
169948;GY9;LB;;
169948;GY9;SB;;
169950;GY9;EZ;;
169950;GY9;LB;;
169950;GY9;SB;;
169950;G8A;  ;;
169950;GY9;  ;;
169961;G8A;  ;;
169961;GY9;  ;;
169973;G8A;  ;;
169973;GY9;  ;;
169985;G8A;  ;;
169985;GY9;  ;;
169997;G8A;  ;;
169997;GY9;  ;;
169997;GY9;EZ;;
169997;GY9;LB;;
169997;GY9;SB;;
170008;GY9;EZ;;
170008;GY9;LB;;
170008;GY9;SB;;
170008;G8A;  ;;
170008;GY9;  ;;
170010;G8A;  ;;
170010;GY9;  ;;
170010;GY9;EZ;;
170010;GY9;LB;;
170010;GY9;SB;;
170021;GY9;EZ;;
170021;GY9;LB;;
170021;GY9;SB;;
170021;G8A;  ;;
170021;GY9;  ;;
170033;G8A;  ;;
170033;GY9;  ;;
170033;GY9;EZ;;
170033;GY9;LB;;
170033;GY9;SB;;
170069;G8A;  ;;
170069;GY9;  ;;
170070;G8A;  ;;
170070;GY9;  ;;
170070;GY9;EZ;;
170070;GY9;LB;;
170070;GY9;SB;;
170082;GY9;EZ;;
170082;GY9;LB;;
170082;GY9;SB;;
170082;G8A;  ;;
170082;GY9;  ;;
170094;G8A;  ;;
170094;GY9;  ;;
170112;GY9;  ;;
170112;G8A;  ;;
170124;G8A;  ;;
170124;GY9;  ;;
170136;G8A;  ;;
170136;GY9;  ;;
170148;G8A;  ;;
170148;GY9;  ;;
170150;G8A;  ;;
170150;GY9;  ;;
170161;G8A;  ;;
170161;GY9;  ;;
170173;G8A;  ;;
170173;GY9;  ;;
170173;GY9;EZ;;
170173;GY9;LB;;
170173;GY9;SB;;
170197;G8A;  ;;
170197;GY9;  ;;
170197;GY9;EZ;;
170197;GY9;LB;;
170197;GY9;SB;;
170203;G8A;  ;;
170203;GY9;  ;;
170215;G8A;  ;;
170215;GY9;  ;;
170215;GY9;EZ;;
170215;GY9;LB;;
170215;GY9;SB;;
170227;G8A;  ;;
170227;GY9;  ;;
170239;GY9;  ;;
170239;G8A;  ;;
170239;GY9;EZ;;
170239;GY9;LB;;
170239;GY9;SB;;
170240;GY9;EZ;;
170240;GY9;LB;;
170240;GY9;SB;;
170240;G8A;  ;;
170240;GY9;  ;;
170252;G8A;  ;;
170252;GY9;  ;;
170264;G8A;  ;;
170264;GY9;  ;;
170276;G8A;  ;;
170276;GY9;  ;;
170276;GY9;EZ;;
170276;GY9;LB;;
170276;GY9;SB;;
170290;G8A;  ;;
170290;GY9;  ;;
170306;G8A;  ;;
170306;GY9;  ;;
170318;G8A;  ;;
170318;GY9;  ;;
170320;G8A;  ;;
170320;GY9;  ;;
170331;G8A;  ;;
170331;GY9;  ;;
170331;GY9;EZ;;
170331;GY9;LB;;
170331;GY9;SB;;
170343;GY9;EZ;;
170343;GY9;LB;;
170343;GY9;SB;;
170343;GY9;  ;;
170367;G8A;  ;;
170367;GY9;  ;;
170367;GY9;EZ;;
170367;GY9;LB;;
170367;GY9;SB;;
170379;G8A;  ;;
170379;GY9;  ;;
170380;G8A;  ;;
170380;GY9;  ;;
170380;GY9;EZ;;
170380;GY9;LB;;
170380;GY9;SB;;
170392;GY9;EZ;;
170392;GY9;LB;;
170392;GY9;SB;;
170392;G8A;  ;;
170392;GY9;  ;;
170409;G8A;  ;;
170409;GY9;  ;;
170409;GY9;EZ;;
170409;GY9;LB;;
170409;GY9;SB;;
170410;GY9;EZ;;
170410;GY9;LB;;
170410;GY9;SB;;
170410;G8A;  ;;
170410;GY9;  ;;
170422;G8A;  ;;
170422;GY9;  ;;
170434;G8A;  ;;
170434;GY9;  ;;
170434;GY9;EZ;;
170434;GY9;LB;;
170434;GY9;SB;;
170446;GY9;EZ;;
170446;GY9;LB;;
170446;GY9;SB;;
170446;G8A;  ;;
170446;GY9;  ;;
170458;G8A;  ;;
170458;GY9;  ;;
170458;GY9;EZ;;
170458;GY9;LB;;
170458;GY9;SB;;
170460;GY9;EZ;;
170460;GY9;LB;;
170460;GY9;SB;;
170460;G8A;  ;;
170460;GY9;  ;;
170471;G8A;  ;;
170471;GY9;  ;;
170471;GY9;EZ;;
170471;GY9;LB;;
170471;GY9;SB;;
170483;G8A;  ;;
170483;GY9;  ;;
170483;GY9;EZ;;
170483;GY9;LB;;
170483;GY9;SB;;
170495;G8A;  ;;
170495;GY9;  ;;
170501;G8A;  ;;
170501;GY9;  ;;
170513;G02;  ;;
170537;G02;  ;;
170562;G02;  ;;
170562;R02;  ;;
170574;G02;  ;;
170574;K02;  ;;
170574;R02;  ;;
170586;G02;  ;;
170586;R02;  ;;
170598;G02;  ;;
170598;K02;  ;;
170604;G02;  ;;
170604;K02;  ;;
170628;K02;  ;;
170630;K02;  ;;
170641;K02;  ;;
170641;R02;  ;;
170653;K02;  ;;
170665;G02;  ;;
170665;K02;  ;;
170677;K02;  ;;
170689;K02;  ;;
170690;K02;  ;;
170720;G02;  ;;
170720;K02;  ;;
170732;G02;  ;;
170732;K02;  ;;
175882;   ;EZ;;
175924;   ;KB;;
175924;   ;EZ;;
176138;   ;EZ;;
176138;   ;KB;;
176138;   ;LB;;
177672;   ;BL;;
177672;   ;EZ;;
177672;   ;GB;;
177672;   ;GH;;
177672;   ;KB;;
177672;   ;LB;;
177672;   ;SG;;
177672;   ;SH;;
178494;   ;EZ;;
178494;   ;GB;;
178494;   ;KB;;
178494;   ;LB;;
181274;   ;EZ;;
181274;   ;GB;;
181274;   ;GH;;
181274;   ;KB;;
181274;   ;LB;;
181274;   ;SG;;
181420;   ;KB;;
182151;   ;BL;;
182151;   ;LB;;
183040;G8A;  ;;
183040;GY9;  ;;
183052;G02;  ;;
183052;K02;  ;;
183052;R02;  ;;
183076;   ;EZ;;
183076;   ;LB;;
183076;   ;SB;;
183131;   ;GB;;
183143;   ;GB;;
183167;G8A;  ;;
183167;GY9;  ;;
183167;GY9;EZ;;
183167;GY9;LB;;
183167;GY9;SB;;
183180;   ;GB;;
183210;   ;EZ;;
183222;   ;KB;;
183260;   ;EZ;;
183260;   ;LB;;
183260;   ;SB;;
183283;GY9;  ;;
183283;G8A;  ;;
183301;   ;LB;;
183301;   ;SB;;
183301;   ;EZ;;
183337;RKB;  ;;
183398;   ;GB;;
183404;   ;GB;;
183428;   ;GB;;
183453;   ;EZ;;
183490;   ;KB;;
183532;G8A;  ;;
183532;GY9;  ;;
183544;   ;EZ;;
183568;GY9;  ;;
183568;G8A;  ;;
183647;   ;KB;;
183659;   ;KB;;
183684;GY9;  ;;
183696;   ;EZ;;
183702;   ;GB;;
183714;GY9;  ;;
183714;G8A;  ;;
183726;   ;LB;;
183726;   ;SB;;
183726;   ;EZ;;
183726;   ;GB;;
183726;   ;KB;;
183726;   ;GH;;
183726;   ;SG;;
183726;   ;SH;;
183726;   ;BL;;
183738;   ;LB;;
183738;   ;SB;;
183738;   ;EZ;;
183738;   ;GB;;
183738;   ;KB;;
183738;   ;GH;;
183738;   ;SG;;
183738;   ;SH;;
183738;   ;BL;;
183740;GY9;  ;;
183740;G8A;  ;;
183751;   ;KB;;
183763;   ;GB;;
183775;G8A;  ;;
183775;GY9;  ;;
183787;G8A;  ;;
183787;GY9;  ;;
183799;   ;EZ;;
183854;   ;LB;;
183854;   ;SB;;
183854;   ;EZ;;
183854;   ;KB;;
183854;   ;GH;;
183854;   ;SG;;
183854;   ;SH;;
183854;   ;BL;;
183878;   ;GB;;
183908;   ;GB;;
183910;G8A;  ;;
183910;GY9;  ;;
183957;   ;LB;;
183957;   ;SB;;
183957;   ;EZ;;
184019;   ;EZ;;
184019;   ;LB;;
184019;   ;SB;;
184032;   ;GB;;
184056;   ;GB;;
184135;   ;GB;;
184159;G8A;  ;;
184159;GY9;  ;;
184160;   ;EZ;;
184160;   ;LB;;
184160;   ;SB;;
184214;G02;  ;;
184240;   ;LB;;
184240;   ;SB;;
184240;   ;EZ;;
184240;   ;GB;;
184240;   ;SH;;
184240;   ;BL;;
184263;   ;GB;;
184275;   ;KB;;
184287;   ;LB;;
184287;   ;SB;;
184287;   ;EZ;;
184287;   ;KB;;
184287;   ;GH;;
184287;   ;SG;;
184287;   ;SH;;
184287;   ;BL;;
184305;   ;KB;;
184305;   ;XX;;
184342;   ;LB;;
184342;   ;SB;;
184342;   ;EZ;;
184380;   ;LB;;
184380;   ;SB;;
184380;   ;EZ;;
184408;   ;GB;;
184421;   ;EZ;;
184445;   ;GB;;
184457;   ;EZ;;
184457;   ;LB;;
184457;   ;SB;;
184500;   ;LB;;
184500;   ;SB;;
184500;   ;EZ;;
184512;G02;  ;;
184512;K02;  ;;
184512;R02;  ;;
184524;   ;GB;;
184536;   ;GB;;
184548;   ;EZ;;
184548;   ;LB;;
184548;   ;SB;;
184550;   ;EZ;;
184550;   ;LB;;
184550;   ;SB;;
184585;   ;GB;;
184597;   ;GB;;
184603;R02;  ;;
184615;   ;LB;;
184615;   ;SB;;
184615;   ;EZ;;
184627;   ;GB;;
184639;   ;GB;;
184640;G8A;  ;;
184640;GY9;  ;;
184652;GY9;  ;;
184664;G8A;  ;;
184664;GY9;  ;;
184676;G8A;  ;;
184676;GY9;  ;;
184688;G8A;  ;;
184688;GY9;  ;;
184690;G8A;  ;;
184690;GY9;  ;;
184706;G8A;  ;;
184706;GY9;  ;;
184731;G8A;  ;;
184731;GY9;  ;;
184809;   ;GB;;
184810;   ;EZ;;
184858;GY9;  ;;
184858;G8A;  ;;
184871;K02;  ;;
184883;   ;LB;;
184883;   ;EZ;;
184883;   ;SB;;
184913;   ;LB;;
184913;   ;SB;;
184913;   ;EZ;;
184913;   ;KB;;
184913;   ;GH;;
184913;   ;SG;;
184913;   ;SH;;
184913;   ;BL;;
184937;   ;LB;;
184937;   ;SB;;
184937;   ;EZ;;
184937;   ;GB;;
184937;   ;KB;;
184937;   ;GH;;
184937;   ;SG;;
184937;   ;SH;;
184937;   ;BL;;
184962;   ;GB;;
184998;   ;GB;;
185036;   ;KR;;
185050;   ;LB;;
185073;   ;GB;;
185097;   ;SB;;
185139;   ;KB;;
185140;   ;GB;;
185152;   ;SB;;
185176;   ;LB;;
185176;   ;SB;;
185176;   ;EZ;;
185176;   ;KB;;
185176;   ;GH;;
185176;   ;SG;;
185176;   ;SH;;
185176;   ;BL;;
185188;   ;LB;;
185188;   ;SB;;
185188;   ;EZ;;
185190;   ;LB;;
185190;   ;SB;;
185190;   ;EZ;;
185206;   ;SB;;
185218;   ;LB;;
185218;   ;SB;;
185218;   ;EZ;;
185220;   ;LB;;
185220;   ;SB;;
185220;   ;EZ;;
185255;GY9;  ;;
185255;G8A;  ;;
185267;   ;EZ;;
185267;   ;LB;;
185267;   ;SB;;
185292;   ;SB;;
185309;   ;GB;;
185310;   ;LB;;
185310;   ;SB;;
185310;   ;EZ;;
185310;   ;GB;;
185310;   ;KB;;
185310;   ;GH;;
185310;   ;SG;;
185310;   ;SH;;
185310;   ;BL;;
185322;G8A;  ;;
185322;GY9;  ;;
185334;   ;GB;;
185360;G8A;  ;;
185360;GY9;  ;;
185371;   ;GB;;
