SNR;SGL;FSP;gueltigVon;gueltigBis
159104;   ;EZ;;
159141;   ;EZ;;
159141;   ;LB;;
159141;   ;SB;;
159141;H  ;  ;;
159165;H  ;  ;;
159165;   ;EZ;;
159165;   ;LB;;
159165;   ;SB;;
159177;   ;EZ;;
159177;   ;LB;;
159177;   ;SB;;
159177;H  ;  ;;
159190;   ;LB;;
159190;   ;SB;;
159190;   ;EZ;;
159207;   ;LB;;
159207;   ;SB;;
159207;   ;EZ;;
159220;   ;LB;;
159220;   ;SB;;
159220;   ;EZ;;
159244;   ;LB;;
159244;   ;SB;;
159244;   ;EZ;;
159256;   ;LB;;
159256;   ;SB;;
159256;   ;EZ;;
159270;   ;LB;;
159270;   ;SB;;
159270;   ;EZ;;
159293;   ;LB;;
159293;   ;SB;;
159293;   ;EZ;;
159300;   ;LB;;
159300;   ;SB;;
159300;   ;EZ;;
159335;   ;LB;;
159335;   ;SB;;
159335;   ;EZ;;
159372;   ;LB;;
159372;   ;SB;;
159372;   ;EZ;;
159384;   ;GH;;
159384;   ;SG;;
159414;   ;LB;;
159414;   ;SB;;
159414;   ;EZ;;
159438;   ;LB;;
159438;   ;SB;;
159438;   ;EZ;;
159463;   ;LB;;
159463;   ;SB;;
159463;   ;EZ;;
159529;   ;LB;;
159529;   ;SB;;
159529;   ;EZ;;
159529;H  ;  ;;
159554;H  ;  ;;
159566;   ;LB;;
159566;   ;SB;;
159566;   ;EZ;;
159580;   ;LB;;
159580;   ;SB;;
159580;   ;EZ;;
159591;   ;LB;;
159591;   ;SB;;
159591;   ;EZ;;
159633;   ;LB;;
159633;   ;SB;;
159633;   ;EZ;;
159633;H  ;  ;;
159669;   ;LB;;
159669;   ;SB;;
159669;   ;EZ;;
159670;   ;LB;;
159670;   ;SB;;
159670;   ;EZ;;
159773;   ;LB;;
159773;   ;SB;;
159773;   ;EZ;;
159839;   ;LB;;
159839;   ;SB;;
159839;   ;EZ;;
159839;H  ;  ;;
159852;   ;LB;;
159852;   ;SB;;
159852;   ;EZ;;
159918;   ;LB;;
159918;   ;SB;;
159918;   ;EZ;;
159955;   ;LB;;
159955;   ;SB;;
159955;   ;EZ;;
159955;   ;GH;;
159955;   ;SG;;
159967;   ;LB;;
159967;   ;SB;;
159967;   ;EZ;;
159967;   ;KB;;
159967;   ;GH;;
159967;   ;SG;;
159967;   ;SH;;
159967;   ;BL;;
159992;   ;LB;;
159992;   ;SB;;
159992;   ;EZ;;
159992;   ;GH;;
159992;   ;SG;;
160027;   ;LB;;
160027;   ;SB;;
160027;   ;EZ;;
160064;   ;LB;;
160064;   ;SB;;
160064;   ;EZ;;
160064;   ;KB;;
160064;   ;GH;;
160064;   ;SG;;
160064;   ;SH;;
160064;   ;BL;;
160076;   ;LB;;
160076;   ;SB;;
160076;   ;EZ;;
160076;   ;KB;;
160076;   ;GH;;
160076;   ;SG;;
160076;   ;SH;;
160076;   ;BL;;
160090;   ;LB;;
160090;   ;SB;;
160090;   ;EZ;;
160090;   ;KB;;
160090;   ;GH;;
160090;   ;SG;;
160090;   ;SH;;
160090;   ;BL;;
160106;   ;LB;;
160106;   ;SB;;
160106;   ;EZ;;
160106;   ;KB;;
160106;   ;GH;;
160106;   ;SG;;
160106;   ;SH;;
160106;   ;BL;;
160118;   ;LB;;
160118;   ;SB;;
160118;   ;EZ;;
160118;   ;KB;;
160118;   ;GH;;
160118;   ;SG;;
160118;   ;SH;;
160118;   ;BL;;
160120;   ;LB;;
160120;   ;SB;;
160120;   ;EZ;;
160120;   ;KB;;
160120;   ;GH;;
160120;   ;SG;;
160120;   ;SH;;
160120;   ;BL;;
160131;   ;LB;;
160131;   ;SB;;
160131;   ;EZ;;
160131;   ;KB;;
160131;   ;GH;;
160131;   ;SG;;
160131;   ;SH;;
160131;   ;BL;;
160179;   ;LB;;
160179;   ;SB;;
160179;   ;EZ;;
160179;   ;KB;;
160179;   ;GH;;
160179;   ;SG;;
160179;   ;SH;;
160179;   ;BL;;
160180;   ;LB;;
160180;   ;SB;;
160180;   ;EZ;;
160180;   ;KB;;
160180;   ;GH;;
160180;   ;SG;;
160180;   ;SH;;
160180;   ;BL;;
160192;   ;LB;;
160192;   ;SB;;
160192;   ;EZ;;
160192;   ;KB;;
160192;   ;GH;;
160192;   ;SG;;
160192;   ;SH;;
160192;   ;BL;;
160209;   ;LB;;
160209;   ;SB;;
160209;   ;EZ;;
160209;   ;KB;;
160209;   ;GH;;
160209;   ;SG;;
160209;   ;SH;;
160209;   ;BL;;
160210;   ;LB;;
160210;   ;SB;;
160210;   ;EZ;;
160210;   ;KB;;
160210;   ;GH;;
160210;   ;SG;;
160210;   ;SH;;
160210;   ;BL;;
160222;   ;LB;;
160222;   ;SB;;
160222;   ;EZ;;
160222;   ;KB;;
160222;   ;GH;;
160222;   ;SG;;
160222;   ;SH;;
160222;   ;BL;;
160260;R01;  ;;
160271;   ;LB;;
160271;   ;SB;;
160271;   ;EZ;;
160283;   ;EZ;;
160283;   ;LB;;
160283;   ;SB;;
160295;   ;EZ;;
160295;   ;LB;;
160295;   ;SB;;
160295;   ;KB;;
160295;   ;GH;;
160295;   ;SG;;
160313;   ;EZ;;
160313;   ;LB;;
160313;   ;SB;;
160337;   ;EZ;;
160337;   ;LB;;
160337;   ;SB;;
160350;   ;LB;;
160350;   ;SB;;
160350;   ;EZ;;
160350;H  ;  ;;
160416;   ;EZ;;
160416;   ;LB;;
160416;   ;SB;;
160428;   ;EZ;;
160428;   ;LB;;
160428;   ;SB;;
160430;   ;LB;;
160430;   ;SB;;
160430;   ;EZ;;
160430;   ;KB;;
160430;   ;GH;;
160430;   ;SG;;
160430;   ;SH;;
160430;   ;BL;;
160441;   ;EZ;;
160441;   ;LB;;
160441;   ;SB;;
160465;   ;LB;;
160465;   ;SB;;
160465;   ;EZ;;
160477;   ;LB;;
160477;   ;SB;;
160477;   ;EZ;;
160519;   ;LB;;
160519;   ;SB;;
160519;   ;EZ;;
160532;   ;LB;;
160532;   ;SB;;
160532;   ;EZ;;
160544;   ;EZ;;
160544;   ;LB;;
160544;   ;SB;;
160556;   ;LB;;
160556;   ;SB;;
160556;   ;EZ;;
160568;   ;LB;;
160568;   ;SB;;
160568;   ;EZ;;
160568;   ;KB;;
160568;   ;GH;;
160568;   ;SG;;
160568;   ;SH;;
160568;   ;BL;;
160570;   ;LB;;
160570;   ;SB;;
160570;   ;EZ;;
160570;   ;KB;;
160570;   ;GH;;
160570;   ;SG;;
160570;   ;SH;;
160570;   ;BL;;
160581;   ;LB;;
160581;   ;SB;;
160581;   ;EZ;;
160581;   ;KB;;
160581;   ;GH;;
160581;   ;SG;;
160581;   ;SH;;
160581;   ;BL;;
160593;   ;LB;;
160593;   ;SB;;
160593;   ;EZ;;
160600;   ;LB;;
160600;   ;SB;;
160600;   ;EZ;;
160714;   ;EZ;;
160714;   ;LB;;
160714;   ;SB;;
160738;   ;EZ;;
160738;   ;LB;;
160738;   ;SB;;
160787;   ;LB;;
160787;   ;SB;;
160787;   ;EZ;;
160805;   ;LB;;
160805;   ;SB;;
160805;   ;EZ;;
160805;   ;GH;;
160805;   ;SG;;
160805;   ;SH;;
160805;   ;BL;;
160829;   ;LB;;
160829;   ;SB;;
160829;   ;EZ;;
160829;   ;GH;;
160829;   ;SG;;
160830;   ;LB;;
160830;   ;SB;;
160830;   ;EZ;;
160830;H  ;  ;;
160842;   ;LB;;
160842;   ;SB;;
160842;   ;EZ;;
160945;   ;LB;;
160945;   ;SB;;
160945;   ;EZ;;
160994;   ;LB;;
160994;   ;SB;;
160994;   ;EZ;;
160994;   ;KB;;
160994;   ;GH;;
160994;   ;SG;;
160994;   ;SH;;
160994;   ;BL;;
161019;   ;LB;;
161019;   ;SB;;
161019;   ;EZ;;
161019;   ;KB;;
161019;   ;GH;;
161019;   ;SG;;
161019;   ;SH;;
161019;   ;BL;;
161019;H  ;  ;;
161032;   ;LB;;
161032;   ;SB;;
161032;   ;EZ;;
161044;   ;LB;;
161044;   ;SB;;
161044;   ;EZ;;
161068;   ;LB;;
161068;   ;SB;;
161068;   ;EZ;;
161070;   ;LB;;
161070;   ;SB;;
161070;   ;EZ;;
161081;   ;EZ;;
161081;   ;LB;;
161081;   ;SB;;
161100;   ;LB;;
161100;   ;SB;;
161100;   ;EZ;;
161111;   ;LB;;
161111;   ;SB;;
161111;   ;EZ;;
161160;   ;LB;;
161160;   ;SB;;
161160;   ;EZ;;
161196;   ;LB;;
161196;   ;SB;;
161196;   ;EZ;;
161214;   ;LB;;
161214;   ;SB;;
161214;   ;EZ;;
161226;   ;LB;;
161226;   ;SB;;
161226;   ;EZ;;
161240;   ;LB;;
161240;   ;SB;;
161240;   ;EZ;;
161275;   ;LB;;
161275;   ;SB;;
161275;   ;EZ;;
161380;   ;EZ;;
161380;   ;LB;;
161380;   ;SB;;
161482;   ;LB;;
161482;   ;SB;;
161482;   ;EZ;;
161548;   ;EZ;;
161548;   ;LB;;
161548;   ;SB;;
161573;   ;EZ;;
161573;   ;LB;;
161573;   ;SB;;
161603;   ;EZ;;
161603;   ;LB;;
161603;   ;SB;;
161639;   ;LB;;
161639;   ;SB;;
161639;   ;EZ;;
161664;   ;LB;;
161664;   ;SB;;
161664;   ;EZ;;
161690;   ;LB;;
161690;   ;EZ;;
161690;   ;SB;;
161706;   ;LB;;
161706;   ;SB;;
161706;   ;EZ;;
161755;   ;LB;;
161755;   ;SB;;
161755;   ;EZ;;
161779;   ;EZ;;
161779;   ;LB;;
161779;   ;SB;;
161792;   ;LB;;
161792;   ;SB;;
161792;   ;EZ;;
161810;   ;LB;;
161810;   ;SB;;
161810;   ;EZ;;
161846;   ;EZ;;
161846;   ;LB;;
161846;   ;SB;;
161925;   ;EZ;;
161925;   ;LB;;
161925;   ;SB;;
161974;   ;LB;;
161974;   ;SB;;
161974;   ;EZ;;
161986;   ;LB;;
161986;   ;SB;;
161986;   ;EZ;;
162000;   ;LB;;
162000;   ;SB;;
162000;   ;EZ;;
162012;   ;LB;;
162012;   ;SB;;
162012;   ;EZ;;
162024;   ;LB;;
162024;   ;SB;;
162024;   ;EZ;;
162036;   ;LB;;
162036;   ;SB;;
162036;   ;EZ;;
162048;   ;LB;;
162048;   ;SB;;
162048;   ;EZ;;
162050;   ;LB;;
162050;   ;SB;;
162050;   ;EZ;;
162073;H  ;  ;;
162115;   ;LB;;
162115;   ;SB;;
162115;   ;EZ;;
162139;   ;LB;;
162139;   ;SB;;
162139;   ;EZ;;
162164;   ;EZ;;
162164;   ;LB;;
162164;   ;SB;;
162164;H  ;  ;;
162206;   ;LB;;
162206;   ;SB;;
162206;   ;EZ;;
162218;   ;LB;;
162218;   ;SB;;
162218;   ;EZ;;
162220;   ;LB;;
162220;   ;SB;;
162220;   ;EZ;;
162310;   ;SB;;
162310;   ;LB;;
162310;   ;EZ;;
162322;   ;LB;;
162322;   ;SB;;
162322;   ;EZ;;
162437;   ;LB;;
162437;   ;SB;;
162437;   ;EZ;;
162498;   ;LB;;
162498;   ;SB;;
162498;   ;EZ;;
162565;   ;LB;;
162565;   ;SB;;
162565;   ;EZ;;
162577;   ;LB;;
162577;   ;SB;;
162577;   ;EZ;;
162589;   ;LB;;
162589;   ;SB;;
162589;   ;EZ;;
162656;   ;EZ;;
162656;   ;LB;;
162656;   ;SB;;
162681;   ;EZ;;
162681;   ;SB;;
162681;   ;LB;;
162735;   ;LB;;
162735;   ;SB;;
162735;   ;EZ;;
162747;   ;EZ;;
162747;   ;LB;;
162747;   ;SB;;
162760;   ;EZ;;
162760;   ;LB;;
162760;   ;SB;;
162784;   ;EZ;;
162784;   ;LB;;
162784;   ;SB;;
162796;   ;EZ;;
162796;   ;LB;;
162796;   ;SB;;
162814;   ;EZ;;
162814;   ;LB;;
162814;   ;SB;;
162826;   ;EZ;;
162826;   ;LB;;
162826;   ;SB;;
162840;   ;EZ;;
162840;   ;LB;;
162840;   ;SB;;
162851;   ;EZ;;
162851;   ;LB;;
162851;   ;SB;;
162863;   ;EZ;;
162863;   ;LB;;
162863;   ;SB;;
162875;   ;EZ;;
162875;   ;LB;;
162875;   ;SB;;
162887;   ;EZ;;
162887;   ;LB;;
162887;   ;SB;;
162899;   ;EZ;;
162899;   ;LB;;
162899;   ;SB;;
162917;   ;GH;;
162917;   ;SG;;
162930;   ;EZ;;
162930;   ;LB;;
162930;   ;SB;;
162980;   ;EZ;;
162980;   ;LB;;
162980;   ;SB;;
162991;   ;EZ;;
162991;   ;LB;;
162991;   ;SB;;
163004;   ;EZ;;
163004;   ;LB;;
163004;   ;SB;;
163028;   ;EZ;;
163028;   ;LB;;
163028;   ;SB;;
163030;   ;EZ;;
163030;   ;LB;;
163030;   ;SB;;
163041;   ;EZ;;
163041;   ;LB;;
163041;   ;SB;;
163053;   ;EZ;;
163053;   ;LB;;
163053;   ;SB;;
163065;   ;EZ;;
163065;   ;LB;;
163065;   ;SB;;
163077;   ;EZ;;
163077;   ;LB;;
163077;   ;SB;;
163089;   ;EZ;;
163089;   ;LB;;
163089;   ;SB;;
163090;   ;EZ;;
163090;   ;LB;;
163090;   ;SB;;
163107;   ;EZ;;
163107;   ;LB;;
163107;   ;SB;;
163119;   ;EZ;;
163119;   ;LB;;
163119;   ;SB;;
163120;   ;EZ;;
163120;   ;LB;;
163120;   ;SB;;
163132;   ;EZ;;
163132;   ;LB;;
163132;   ;SB;;
163144;   ;EZ;;
163144;   ;LB;;
163144;   ;SB;;
163156;   ;EZ;;
163156;   ;LB;;
163156;   ;SB;;
163211;   ;EZ;;
163211;   ;LB;;
163211;   ;SB;;
163235;   ;EZ;;
163235;   ;LB;;
163235;   ;SB;;
163235;H  ;  ;;
163247;   ;EZ;;
163247;   ;LB;;
163247;   ;SB;;
163314;   ;EZ;;
163314;   ;LB;;
163314;   ;SB;;
163326;   ;EZ;;
163326;   ;LB;;
163326;   ;SB;;
163340;   ;EZ;;
163340;   ;LB;;
163340;   ;SB;;
163351;   ;EZ;;
163351;   ;LB;;
163351;   ;SB;;
163363;   ;EZ;;
163363;   ;LB;;
163363;   ;SB;;
163375;   ;EZ;;
163375;   ;LB;;
163375;   ;SB;;
163399;   ;EZ;;
163399;   ;LB;;
163399;   ;SB;;
163405;   ;EZ;;
163405;   ;LB;;
163405;   ;SB;;
163430;   ;EZ;;
163430;   ;LB;;
163430;   ;SB;;
163442;   ;EZ;;
163442;   ;LB;;
163442;   ;SB;;
163480;   ;EZ;;
163480;   ;LB;;
163480;   ;SB;;
163491;   ;EZ;;
163491;   ;LB;;
163491;   ;SB;;
163510;   ;EZ;;
163510;   ;LB;;
163510;   ;SB;;
163569;   ;EZ;;
163569;   ;LB;;
163569;   ;SB;;
163582;   ;EZ;;
163582;   ;LB;;
163582;   ;SB;;
163594;   ;EZ;;
163594;   ;LB;;
163594;   ;SB;;
163600;   ;EZ;;
163600;   ;LB;;
163600;   ;SB;;
163648;   ;EZ;;
163648;   ;LB;;
163648;   ;SB;;
163650;   ;EZ;;
163650;   ;LB;;
163650;   ;SB;;
163673;   ;EZ;;
163673;   ;LB;;
163673;   ;SB;;
163685;   ;EZ;;
163685;   ;LB;;
163685;   ;SB;;
163727;   ;EZ;;
163727;   ;LB;;
163727;   ;SB;;
163739;   ;EZ;;
163739;   ;LB;;
163739;   ;SB;;
163740;   ;EZ;;
163740;   ;LB;;
163740;   ;SB;;
163764;   ;EZ;;
163764;   ;LB;;
163764;   ;SB;;
163776;   ;EZ;;
163776;   ;LB;;
163776;   ;SB;;
163790;   ;EZ;;
163790;   ;LB;;
163790;   ;SB;;
163790;H  ;  ;;
163806;R02;  ;;
163820;G02;  ;;
163820;R02;  ;;
163831;R02;  ;;
163843;R02;  ;;
163880;R02;  ;;
163909;R02;  ;;
163922;R02;  ;;
163934;R02;  ;;
163958;R02;  ;;
163960;G02;  ;;
163960;K02;  ;;
163960;R02;  ;;
163971;R02;  ;;
164021;R02;  ;;
164033;R02;  ;;
164045;G02;  ;;
164045;K02;  ;;
164045;R02;  ;;
164094;G02;  ;;
164094;K02;  ;;
164094;R02;  ;;
164100;   ;EZ;;
164100;   ;LB;;
164100;   ;SB;;
164124;   ;LB;;
164124;   ;SB;;
164124;   ;EZ;;
164124;   ;KB;;
164124;   ;GH;;
164124;   ;SG;;
164124;   ;SH;;
164124;   ;BL;;
164136;   ;EZ;;
164136;   ;LB;;
164136;   ;SB;;
164148;   ;EZ;;
164148;   ;LB;;
164148;   ;SB;;
164161;   ;LB;;
164161;   ;SB;;
164161;   ;EZ;;
164161;   ;GB;;
164161;   ;KB;;
164161;   ;GH;;
164161;   ;SG;;
164161;   ;SH;;
164161;   ;BL;;
164185;   ;LB;;
164185;   ;SB;;
164185;   ;EZ;;
164203;   ;LB;;
164203;   ;SB;;
164203;   ;EZ;;
164215;   ;EZ;;
164215;   ;LB;;
164227;   ;EZ;;
164227;   ;LB;;
164239;   ;EZ;;
164239;   ;LB;;
164239;   ;SB;;
164240;   ;EZ;;
164240;   ;LB;;
164240;   ;SB;;
164264;H01;  ;;
164264;H02;  ;;
164264;K02;  ;;
164276;   ;EZ;;
164276;   ;LB;;
164276;   ;SB;;
164290;   ;EZ;;
164290;   ;LB;;
164290;   ;SB;;
164306;G8A;  ;;
164306;GY9;  ;;
164318;G8A;  ;;
164318;GY9;  ;;
164320;G8A;  ;;
164320;GY9;  ;;
164343;G8A;  ;;
164343;GY9;  ;;
164355;G8A;  ;;
164355;GY9;  ;;
164379;G8A;  ;;
164379;GY9;  ;;
164380;G8A;  ;;
164380;GY9;  ;;
164392;G8A;  ;;
164392;GY9;  ;;
164409;G8A;  ;;
164409;GY9;  ;;
164434;G8A;  ;;
164434;GY9;  ;;
164446;G8A;  ;;
164446;GY9;  ;;
164458;G8A;  ;;
164458;GY9;  ;;
164460;G8A;  ;;
164460;GY9;  ;;
164471;G8A;  ;;
164471;GY9;  ;;
164483;G8A;  ;;
164483;GY9;  ;;
164495;G8A;  ;;
164495;GY9;  ;;
164501;G8A;  ;;
164501;GY9;  ;;
164513;G8A;  ;;
164513;GY9;  ;;
164525;G8A;  ;;
164525;GY9;  ;;
164525;G01;  ;;
164537;G8A;  ;;
164537;GY9;  ;;
164549;G8A;  ;;
164549;GY9;  ;;
164586;G8A;  ;;
164586;GY9;  ;;
164598;G8A;  ;;
164598;GY9;  ;;
164604;G8A;  ;;
164604;GY9;  ;;
164616;G8A;  ;;
164616;GY9;  ;;
164641;G8A;  ;;
164641;GY9;  ;;
164665;G8A;  ;;
164665;GY9;  ;;
164677;G8A;  ;;
164677;GY9;  ;;
164707;G8A;  ;;
164707;GY9;  ;;
164719;G8A;  ;;
164719;GY9;  ;;
164720;G8A;  ;;
164732;G8A;  ;;
164732;GY9;  ;;
164744;G8A;  ;;
164744;GY9;  ;;
164756;G8A;  ;;
164756;GY9;  ;;
164770;G8A;  ;;
164770;GY9;  ;;
164781;G8A;  ;;
164781;GY9;  ;;
164793;G8A;  ;;
164793;GY9;  ;;
164800;G8A;  ;;
164800;GY9;  ;;
164811;G8A;  ;;
164811;GY9;  ;;
164835;G01;  ;;
164847;G8A;  ;;
164847;GY9;  ;;
164859;GY9;  ;;
164860;G8A;  ;;
164860;GY9;  ;;
164872;G8A;  ;;
164872;GY9;  ;;
164884;G8A;  ;;
164884;GY9;  ;;
164896;G8A;  ;;
164896;GY9;  ;;
164902;G8A;  ;;
164902;GY9;  ;;
164914;G8A;  ;;
164914;GY9;  ;;
164926;G8A;  ;;
164926;GY9;  ;;
164938;G8A;  ;;
164938;GY9;  ;;
164940;G8A;  ;;
164940;GY9;  ;;
164940;GY9;EZ;;
164940;GY9;LB;;
164940;GY9;SB;;
164951;G8A;  ;;
164951;GY9;  ;;
164975;G8A;  ;;
164975;GY9;  ;;
164987;G8A;  ;;
164987;GY9;  ;;
164999;G8A;  ;;
164999;GY9;  ;;
165001;G8A;  ;;
165001;GY9;  ;;
165013;G8A;  ;;
165013;GY9;  ;;
165037;G8A;  ;;
165037;GY9;  ;;
165049;G8A;  ;;
165049;GY9;  ;;
165050;G8A;  ;;
165050;GY9;  ;;
165062;G8A;  ;;
165062;GY9;  ;;
165086;G8A;  ;;
165086;GY9;  ;;
165098;G8A;  ;;
165098;GY9;  ;;
165104;G8A;  ;;
165104;GY9;  ;;
165116;G8A;  ;;
165116;GY9;  ;;
165128;G8A;  ;;
165128;GY9;  ;;
165130;G8A;  ;;
165130;GY9;  ;;
165141;G8A;  ;;
165141;GY9;  ;;
165153;G8A;  ;;
165153;GY9;  ;;
165165;G8A;  ;;
165165;GY9;  ;;
165189;G8A;  ;;
165189;GY9;  ;;
165190;G8A;  ;;
165190;GY9;  ;;
165207;G8A;  ;;
165207;GY9;  ;;
165219;G8A;  ;;
165219;GY9;  ;;
165220;G8A;  ;;
165220;GY9;  ;;
165244;G8A;  ;;
165244;GY9;  ;;
165256;G8A;  ;;
165256;GY9;  ;;
165268;G8A;  ;;
165268;GY9;  ;;
165270;G8A;  ;;
165270;GY9;  ;;
165281;G8A;  ;;
165281;GY9;  ;;
165293;G8A;  ;;
165293;GY9;  ;;
165300;G8A;  ;;
165300;GY9;  ;;
165311;G8A;  ;;
165311;GY9;  ;;
165335;G8A;  ;;
165335;GY9;  ;;
165347;G8A;  ;;
165347;GY9;  ;;
165359;G8A;  ;;
165359;GY9;  ;;
165360;G8A;  ;;
165360;GY9;  ;;
165372;G8A;  ;;
165372;GY9;  ;;
165384;G8A;  ;;
165384;GY9;  ;;
165396;G8A;  ;;
165396;GY9;  ;;
165402;G8A;  ;;
165402;GY9;  ;;
165414;G8A;  ;;
165414;GY9;  ;;
165438;G8A;  ;;
165438;GY9;  ;;
165451;G8A;  ;;
165451;GY9;  ;;
165463;G8A;  ;;
165463;GY9;  ;;
165475;G8A;  ;;
165475;GY9;  ;;
165487;G8A;  ;;
165487;GY9;  ;;
165505;G8A;  ;;
165505;GY9;  ;;
165517;G8A;  ;;
165517;GY9;  ;;
165529;G8A;  ;;
165529;GY9;  ;;
165530;G8A;  ;;
165530;GY9;  ;;
165542;G8A;  ;;
165542;GY9;  ;;
165554;G8A;  ;;
165554;GY9;  ;;
165566;GY8;  ;;
165578;G8A;  ;;
165578;GY9;  ;;
165580;G8A;  ;;
165580;GY9;  ;;
165591;G8A;  ;;
165591;GY9;  ;;
165608;G8A;  ;;
165608;GY9;  ;;
165621;G8A;  ;;
165621;GY9;  ;;
165633;G8A;  ;;
165633;GY9;  ;;
165645;G8A;  ;;
165645;GY9;  ;;
165657;G8A;  ;;
165657;GY9;  ;;
165669;G8A;  ;;
165669;GY9;  ;;
165670;G8A;  ;;
165670;GY9;  ;;
165682;G8A;  ;;
165682;GY9;  ;;
165694;G8A;  ;;
165694;GY9;  ;;
165700;G8A;  ;;
165700;GY9;  ;;
165712;G8A;  ;;
165712;GY9;  ;;
165724;G8A;  ;;
165724;GY9;  ;;
165736;G8A;  ;;
165736;GY9;  ;;
165748;G8A;  ;;
165748;GY9;  ;;
165750;G8A;  ;;
165750;GY9;  ;;
165761;G8A;  ;;
165761;GY9;  ;;
165773;G8A;  ;;
165773;GY9;  ;;
165773;GY9;BL;;
165773;GY9;SH;;
165785;G8A;  ;;
165785;GY9;  ;;
165797;G8A;  ;;
165797;GY9;  ;;
165803;G8A;  ;;
165803;GY9;  ;;
165815;G8A;  ;;
165815;GY9;  ;;
165827;G8A;  ;;
165827;GY9;  ;;
165839;G8A;  ;;
165839;GY9;  ;;
165852;G8A;  ;;
165852;GY9;  ;;
165864;G8A;  ;;
165864;GY9;  ;;
165876;G8A;  ;;
165876;GY9;  ;;
165888;G8A;  ;;
165888;GY9;  ;;
165906;G8A;  ;;
165906;GY9;  ;;
165918;GY9;  ;;
165920;G8A;  ;;
165920;GY9;  ;;
165931;G8A;  ;;
165931;GY9;  ;;
165955;G8A;  ;;
165955;GY9;  ;;
165979;G8A;  ;;
165979;GY9;  ;;
165980;G8A;  ;;
165980;GY9;  ;;
165992;G8A;  ;;
165992;GY9;  ;;
166005;G8A;  ;;
166005;GY9;  ;;
166017;G8A;  ;;
166017;GY9;  ;;
166029;G8A;  ;;
166029;GY9;  ;;
166030;G8A;  ;;
166030;GY9;  ;;
166054;G8A;  ;;
166054;GY9;  ;;
166066;G8A;  ;;
166066;GY9;  ;;
166078;G8A;  ;;
166078;GY9;  ;;
166080;G8A;  ;;
166080;GY9;  ;;
166091;G8A;  ;;
166091;GY9;  ;;
166110;G8A;  ;;
166110;GY9;  ;;
166121;G8A;  ;;
166121;GY9;  ;;
166133;G8A;  ;;
166133;GY9;  ;;
166145;G8A;  ;;
166145;GY9;  ;;
166157;G8A;  ;;
166157;GY9;  ;;
166169;G8A;  ;;
166169;GY9;  ;;
166182;G8A;  ;;
166182;GY9;  ;;
166194;G8A;  ;;
166194;GY9;  ;;
166200;G8A;  ;;
166200;GY9;  ;;
166212;G8A;  ;;
166212;GY9;  ;;
166224;G8A;  ;;
166224;GY9;  ;;
166236;G8A;  ;;
166236;GY9;  ;;
166248;G8A;  ;;
166248;GY9;  ;;
166250;G8A;  ;;
166250;GY9;  ;;
166250;GY9;LB;;
166250;GY9;SB;;
166250;GY9;EZ;;
166250;GY9;GB;;
166250;GY9;GH;;
166250;GY9;SG;;
166250;GY9;SH;;
166250;GY9;BL;;
166261;G8A;  ;;
166261;GY9;  ;;
166273;G8A;  ;;
166273;GY9;  ;;
166297;G8A;  ;;
166297;GY9;  ;;
166315;G8A;  ;;
166315;GY9;  ;;
166327;G8A;  ;;
166327;GY9;  ;;
166339;G8A;  ;;
166339;GY9;  ;;
166340;G8A;  ;;
166340;GY9;  ;;
166352;G8A;  ;;
166352;GY9;  ;;
166364;G8A;  ;;
166364;GY9;  ;;
166376;G8A;  ;;
166376;GY9;  ;;
166376;GY9;EZ;;
166376;GY9;LB;;
166376;GY9;SB;;
166376;GY9;GB;;
166376;GY9;KB;;
166376;GY9;GH;;
166376;GY9;SG;;
166376;GY9;SH;;
166376;GY9;BL;;
166388;GY9;  ;;
166388;G8A;  ;;
166390;G8A;  ;;
166390;GY9;  ;;
166406;G8A;  ;;
166406;GY9;  ;;
166418;G8A;  ;;
166418;GY9;  ;;
166420;G8A;  ;;
166420;GY9;  ;;
166431;G8A;  ;;
166431;GY9;  ;;
166443;G8A;  ;;
166443;GY9;  ;;
166455;G8A;  ;;
166455;GY9;  ;;
166467;G8A;  ;;
166467;GY9;  ;;
166479;G8A;  ;;
166479;GY9;  ;;
166480;G8A;  ;;
166480;GY9;  ;;
166492;G8A;  ;;
166492;GY9;  ;;
166546;G8A;  ;;
166546;GY9;  ;;
166558;G8A;  ;;
166558;GY9;  ;;
166560;G8A;  ;;
166560;GY9;  ;;
166571;G8A;  ;;
166571;GY9;  ;;
166583;G8A;  ;;
166583;GY9;  ;;
166595;G8A;  ;;
166595;GY9;  ;;
166601;G8A;  ;;
166601;GY9;  ;;
166613;G8A;  ;;
166613;GY9;  ;;
166625;G8A;  ;;
166625;GY9;  ;;
166637;G8A;  ;;
166637;GY9;  ;;
166649;G8A;  ;;
166649;GY9;  ;;
166650;G8A;  ;;
166650;GY9;  ;;
166662;G8A;  ;;
166662;GY9;  ;;
166686;G8A;  ;;
166686;GY9;  ;;
166698;G8A;  ;;
166698;GY9;  ;;
166704;G8A;  ;;
166704;GY9;  ;;
166716;G8A;  ;;
166716;GY9;  ;;
166728;G8A;  ;;
166728;GY9;  ;;
166730;G8A;  ;;
166730;GY9;  ;;
166741;G8A;  ;;
166741;GY9;  ;;
166753;G8A;  ;;
166753;GY9;  ;;
166765;GY9;  ;;
166765;G8A;  ;;
166777;G8A;  ;;
166777;GY9;  ;;
166789;G8A;  ;;
166789;GY9;  ;;
166790;G8A;  ;;
166790;GY9;  ;;
166807;G8A;  ;;
