Name;Revision;Veraltet;Migration;ImpExp;JavaKlasse;JavaPackage;JavaKommentar
Schildintern_SpezialFilterFelder;0;-1;0;0;DTOInternSpezialFilterFelder;schild.intern;Liefert die Felder, die im Filter II verfügbar sind
Schildintern_TextExport;0;-1;0;0;DTOInternTextExport;schild.intern;Felder, die im Text-/Excel-Export zur Verfügung stehen
Schildintern_UnicodeUmwandlung;0;-1;0;0;DTOInternUnicodeUmwandllung;schild.intern;Liefert eine Tabelle mit der Unicodezeichen für Emailkonforme Namen umgewandelt werden können
Schildintern_VerfImportFelder;0;-1;0;0;DTOInternVerfImportFelder;schild.intern;"Stellt die verfügbaren Felder zur Verfügung, die beim ""Import aus Textdateien"" zur Verfügung stehen"
Schildintern_VerfImportTabellen;0;-1;0;0;DTOInternVerfImportTabellen;schild.intern;"Stellt die verfügbaren Tabellen zur Verfügung, die beim ""Import aus Textdateien"" zur Verfügung stehen"
Schildintern_Zusatzinfos;0;-1;0;0;DTOInternZusatzinfos;schild.intern;Enthält Angaben, welcher Jahrgang in welcher Gliederung der Abschlussjahrgang ist. Darüber wurde früher mal gesteuert, ob der BK-Abschluss-Reiter sichtbar war. Ist im Prinzip jetzt überflüssig, allerdings wird an einer Stelle im Programm noch der Inhalt geladen. Wenn man das rausnimmt, kann die Tabelle wegfallen.
Schueler;0;-1;1;1;DTOSchueler;schild.schueler;Tabelle mit den Grundlegenden Schülerdaten
Schueler_AllgAdr;0;-1;1;1;DTOSchuelerAllgemeineAdresse;schild.schueler;weitere Adressen und Betriebe zum Schüler
SchuelerAbgaenge;0;-1;1;1;DTOSchuelerAbgaenge;schild.schueler;Liste der besuchten Schulen zum Schüler > Schulbesuch
SchuelerAbiFaecher;0;-1;1;1;DTOSchuelerAbiturFach;schild.schueler.abitur;Abiturfächer zum Schüler
SchuelerAbitur;0;-1;1;1;DTOSchuelerAbitur;schild.schueler.abitur;Abiturdaten zum Schüler
SchuelerAnkreuzfloskeln;0;-1;1;1;DTOSchuelerAnkreuzfloskeln;schild.grundschule;Ankreuzfloskeln zum Schüler mit Jahr, Abschnitt und Floskel_ID
SchuelerBKAbschluss;0;-1;1;1;DTOSchuelerBKAbschluss;schild.berufskolleg;BKAbschluss-Daten (BK) und ZP10 andere Schulformen mit ZP10 oder ZK
SchuelerBKFaecher;0;-1;1;1;DTOSchuelerBKFach;schild.berufskolleg;Fächer zum Schüler in der Tabelle BKAbschluss
SchuelerDatenschutz;0;-1;1;1;DTOSchuelerDatenschutz;schild.schueler;Tabelle für die zum Schüler zugeordneten DSGVO Merkmale
SchuelerEinzelleistungen;0;-1;1;1;DTOSchuelerTeilleistung;schild.schueler;Teilleistungen zu Fach und Schüler
SchuelerErzAdr;0;-1;1;1;DTOSchuelerErzieherAdresse;schild.erzieher;Erziehereinträge zum Schüler
SchuelerFehlstunden;0;-1;1;1;DTOSchuelerFehlstunden;schild.schueler;Tagebezogene Fehlzeiten (wenn diese erfasst werden) zum SchülerLernabschnitt
SchuelerFHR;0;-1;1;1;DTOSchuelerFHR;schild.schueler.fhr;Tabelle der FHR-Daten zum Schüler
SchuelerFHRFaecher;0;-1;1;1;DTOSchuelerFHRFach;schild.schueler.fhr;Liste der Fächer zu SchuelerFHR
SchuelerFoerderempfehlungen;0;-1;1;1;DTOSchuelerFoerderempfehlung;schild.schueler;Eingetragene Förderempfehlungen zum Schüler
SchuelerFotos;0;-1;1;1;DTOSchuelerFoto;schild.schueler;Blobfelder für Fotos zum Schüler
SchuelerGSDaten;0;-1;1;1;DTOSchuelerGrundschuldaten;schild.schueler;Daten und Zeugnisnoten der abgebenden Grundschule zum Schüler
SchuelerKAoADaten;0;-1;1;1;DTOSchuelerKAoADaten;schild.schueler;Einträge beim Schüler zu den KAOA-Defaut-Werten
SchuelerLD_PSFachBem;0;-1;1;1;DTOSchuelerPSFachBemerkungen;schild.schueler;Einträge bei den Lernabschnittsdaten ASV, AUE Zeugnisbemerkungen zum Schüler
SchuelerLeistungsdaten;0;-1;1;1;DTOSchuelerLeistungsdaten;schild.schueler;Leistungsdaten (Fächer) zu Lernabschnitten und Schülern
SchuelerLernabschnittsdaten;0;-1;1;1;DTOSchuelerLernabschnittsdaten;schild.schueler;Lernabschnitte zum Schüler
SchuelerLernplattform;0;-1;1;1;DTOSchuelerLernplattform;schild.schueler;Beziehung zu Schueler und CredentialID sowie die Speicherung von Einwilligungen bei den Lernplattformen
SchuelerListe;0;-1;1;1;DTOSchuelerIndividuelleGruppe;schild;Liste mit allen angelegten individuellen Schülerlisten
SchuelerListe_Inhalt;0;-1;1;1;DTOSchuelerIndividuelleGruppeSchueler;schild;Schüler zu den Einträgen in SchuelerListe
SchuelerMerkmale;0;-1;1;1;DTOSchuelerMerkmale;schild.schueler;Einträge der Merkmale (Individualdaten II) zum Schüler
SchuelerReportvorlagen;0;-1;1;1;DTOSchuelerReportvorlagen;schild;"Wird im Gruppenprozess ""Zugeordnete Zeugnisformulare drucken"" verwendet. Die Tabelle wird temporär mit den IDs der Schüler gefüllt, die im Gruppenprozess berücksichtigt werden müssen."
SchuelerSprachenfolge;0;-1;1;1;DTOSchuelerSprachenfolge;schild.schueler;Einträge zur Sprachenfolge zum Schüler
SchuelerSprachpruefungen;0;-1;0;1;DTOSchuelerSprachpruefungen;schild.schueler;Einträge zu Sprachprüfungen des Schülers
SchuelerTelefone;0;-1;1;1;DTOSchuelerTelefon;schild.erzieher;Telefonnummern zum Schüler
SchuelerVermerke;0;-1;1;1;DTOSchuelerVermerke;schild.schueler;Vermerke zum Schüler
SchuelerWiedervorlage;0;-1;1;1;DTOSchuelerWiedervorlage;schild;Einträge zur Wiedervorlage zum Schüler
SchuelerZP10;0;-1;0;1;DTOSchuelerZP10;schild.schueler;Die fachspezifischen Abschluss-Daten für die ZP10-Prüfungen
SchuelerZuweisungen;0;-1;1;1;DTOSchuelerZuweisung;schild.berufskolleg;Lernabscnittsbezogene Zuweisungen für Gesamt- und Sekundarschulen
SchuleCredentials;0;-1;1;1;DTOSchuleCredentials;svws.auth;Tabelle für die Zugangsdaten von Schulen (PublicKey) und den Keys der eingenene Schule
Schuljahresabschnitte;0;-1;0;1;DTOSchuljahresabschnitte;schild.schule;Tabelle mit den in der DB angelegten Schuljahresabschnitten 
Schulleitung;0;-1;0;1;DTOSchulleitung;schild.lehrer;Tabelle für die Zuweisung von Schulleitungsfunktionen zu Lehrern
SchulleitungFunktion;0;-1;0;0;DTOSchulleitungFunktion;schild.lehrer;Tabelle für die Definition von Schulleitungsfunktionen
Schulver_DBS;0;-1;0;0;DTOSchulverDBS;schulver;IT.NRW Liste der Schulen mit Schulnummern und Adressen
Schulver_Schulformen;0;-1;0;0;DTOSchulverSchulformen;schulver;IT.NRW Liste der Schulformen
Schulver_Schultraeger;0;-1;0;0;DTOSchulverSchultraeger;schulver;IT.NRW Liste der Schulträger (wird in Schild-Zentral verwendet)
Schulver_WeitereSF;0;-1;0;0;DTOSchulverWeitereSF;schulver;IT.NRW Liste der weiteren Schulformen (wird für die Schulstatistik verwendet)
Statkue_Abgangsart;0;-1;0;0;DTOStatkueAbgangsart;statkue;Statkue von IT.NRW zulässige Abgangsarten von der Herkunftsschule
Statkue_AllgMerkmale;0;-1;0;0;DTOStatkueAllgMerkmale;statkue;Statkue von IT.NRW zulässige Merkmale (Individualdaten II z.B. Betreuung)
Statkue_AndereGrundschulen;0;-1;0;0;DTOStatkueAndereGrundschulen;statkue;Statkue von IT.NRW Schulnummernschlüssel für Schulen außerhalb NRW oder sonstige Herkunftsschulen
Statkue_Bilingual;0;-1;0;0;DTOStatkueBilingual;statkue;Statkue von IT.NRW Schulformbezogene Fächer die Bilingual sein dürfen
Statkue_Einschulungsart;0;-1;0;0;DTOStatkueEinschulungsart;statkue;Statkue von IT.NRW Schlüssel für Einschulungsarten (GS)
Statkue_Fachklasse;0;-1;0;0;DTOStatkueFachklasse;statkue;Statkue von IT.NRW Fachklassenschlüssel BK SBK
Statkue_Foerderschwerpunkt;0;-1;0;0;DTOStatkueFoerderschwerpunkt;statkue;Statkue von IT.NRW gültige Förderschwerpunkte
Statkue_Gliederung;0;-1;0;0;DTOStatkueGliederung;statkue;Statkue von IT.NRW gültige Kürzel für Schulgliederungen SGL
Statkue_Herkunftsart;0;-1;0;0;DTOStatkueHerkunftsart;statkue;Statkue von IT.NRW gülitige Schlüssel für Herkunftsarten
Statkue_Herkunftsschulform;0;-1;0;0;DTOStatkueHerkunftsschulform;statkue;Statkue von IT.NRW gültige Schlüssel für Herkunftsschulformen
Statkue_LehrerAbgang;0;-1;0;0;DTOStatkueLehrerAbgang;statkue;Statkue von IT.NRW  Lehrer Abgangasarten
Statkue_LehrerAnrechnung;0;-1;0;0;DTOStatkueLehrerAnrechnung;statkue;Statkue von IT.NRW  AnrechnungsstundenSchlüssel
Statkue_LehrerBeschaeftigungsart;0;-1;0;0;DTOStatkueLehrerBeschaeftigungsart;statkue;Statkue von IT.NRW  Lehrer Beschäftigungsarten
Statkue_LehrerEinsatzstatus;0;-1;0;0;DTOStatkueLehrerEinsatzstatus;statkue;Statkue von IT.NRW  Lehrer Einsatzstatus gültige Schlüssel
Statkue_LehrerFachrAnerkennung;0;-1;0;0;DTOStatkueLehrerFachrichtungAnerkennung;statkue;Statkue von IT.NRW  Fachrichtungs Anerkennung
Statkue_LehrerFachrichtung;0;-1;0;0;DTOStatkueLehrerFachrichtung;statkue;Statkue von IT.NRW  Fachrichtung 
Statkue_LehrerLehramt;0;-1;0;0;DTOStatkueLehrerLehramt;statkue;Statkue von IT.NRW  Lehramt
Statkue_LehrerLehramtAnerkennung;0;-1;0;0;DTOStatkueLehrerLehramtAnerkennung;statkue;Statkue von IT.NRW  Lehramt Anerkennung
Statkue_LehrerLehrbefaehigung;0;-1;0;0;DTOStatkueLehrerLehrbefaehigung;statkue;Statkue von IT.NRW  Lehrbefähigung
Statkue_LehrerLehrbefAnerkennung;0;-1;0;0;DTOStatkueLehrerLehrbefaehigungAnerkennung;statkue;Statkue von IT.NRW  Lehrbefähigung Anerkennung
Statkue_LehrerMehrleistung;0;-1;0;0;DTOStatkueLehrerMehrleistung;statkue;Statkue von IT.NRW Schlüssel für die LehrerMehrleistuung
Statkue_LehrerMinderleistung;0;-1;0;0;DTOStatkueLehrerMinderleistung;statkue;Statkue von IT.NRW Schlüssel für die LehrerMinderleistuung
Statkue_LehrerRechtsverhaeltnis;0;-1;0;0;DTOStatkueLehrerRechtsverhaeltnis;statkue;Statkue von IT.NRW Schlüssel für die Lehrer Rechtsverhältnisse
Statkue_LehrerZugang;0;-1;0;0;DTOStatkueLehrerZugang;statkue;Statkue von IT.NRW Zugangsarten
