Schulform;FSP;BG;Fach;Bezeichnung;KZ_Bereich;Flag;Sortierung;Sortierung2;geaendert
GY;;***;H5;Hebräisch, regulärer Beginn in Jahrgang 5;;1;8;1;2016-02-22 15:52:24
GY;;***;H5;Hebräisch, regulärer Beginn in Jahrgang 5;0;2;8;1;2016-02-22 15:52:26
PS;;***;H5;Hebräisch, regulärer Beginn in Jahrgang 5;0;1;8;1;2016-02-22 16:01:11
PS;;***;H5;Hebräisch, regulärer Beginn in Jahrgang 5;0;2;8;1;2016-02-22 16:01:12
SG;;***;H5;Hebräisch, regulärer Beginn in Jahrgang 5;;1;8;2;2016-02-22 13:33:40
SG;;***;H5;Hebräisch, regulärer Beginn in Jahrgang 5;0;2;8;2;2016-02-22 13:33:41
SK;;***;H5;Hebräisch, regulärer Beginn in Jahrgang 5;0;1;8;1;2016-02-22 13:18:58
SK;;***;H5;Hebräisch, regulärer Beginn in Jahrgang 5;0;2;8;1;2016-02-22 13:18:59
GE;;***;H6;Hebräisch, regulärer Beginn in Jahrgang 6;0;1;8;2;2020-08-13 10:28:31
GE;;***;H6;Hebräisch, regulärer Beginn in Jahrgang 6;0;2;8;2;2020-08-13 10:28:32
GM;;***;H6;Hebräisch, regulärer Beginn in Jahrgang 6;0;1;8;2;2016-02-22 15:48:06
GM;;***;H6;Hebräisch, regulärer Beginn in Jahrgang 6;0;2;8;2;2016-02-22 15:48:06
GY;;***;H6;Hebräisch, regulärer Beginn in Jahrgang 6;0;1;8;2;2016-02-22 15:52:27
GY;;***;H6;Hebräisch, regulärer Beginn in Jahrgang 6;0;2;8;2;2016-02-22 15:52:27
PS;;***;H6;Hebräisch, regulärer Beginn in Jahrgang 6;0;1;8;2;2016-02-22 16:01:12
PS;;***;H6;Hebräisch, regulärer Beginn in Jahrgang 6;0;2;8;2;2016-02-22 16:01:13
SG;;***;H6;Hebräisch, regulärer Beginn in Jahrgang 6;0;1;8;3;2016-02-22 13:33:41
SG;;***;H6;Hebräisch, regulärer Beginn in Jahrgang 6;0;2;8;3;2016-02-22 13:33:43
SK;;***;H6;Hebräisch, regulärer Beginn in Jahrgang 6;0;1;8;2;2016-02-22 13:19:00
SK;;***;H6;Hebräisch, regulärer Beginn in Jahrgang 6;0;2;8;2;2016-02-22 13:19:01
GE;;***;H7;Hebräisch, regulärer Beginn in Jahrgang 7;0;1;8;3;2020-08-13 10:28:34
GE;;***;H7;Hebräisch, regulärer Beginn in Jahrgang 7;0;2;8;3;2020-08-13 10:28:33
GM;;***;H7;Hebräisch, regulärer Beginn in Jahrgang 7;0;1;8;3;2016-02-22 15:48:07
GM;;***;H7;Hebräisch, regulärer Beginn in Jahrgang 7;0;2;8;3;2016-02-22 15:48:08
GY;;***;H7;Hebräisch, regulärer Beginn in Jahrgang 7;;1;8;3;2016-02-22 15:52:28
GY;;***;H7;Hebräisch, regulärer Beginn in Jahrgang 7;0;2;8;3;2016-02-22 15:52:29
SG;;***;H7;Hebräisch, regulärer Beginn in Jahrgang 7;0;1;8;4;2020-08-13 09:18:41
SG;;***;H7;Hebräisch, regulärer Beginn in Jahrgang 7;0;2;8;4;2020-08-13 09:18:40
SK;;***;H7;Hebräisch, regulärer Beginn in Jahrgang 7;0;1;8;3;2016-02-22 13:19:02
SK;;***;H7;Hebräisch, regulärer Beginn in Jahrgang 7;0;2;8;3;2016-02-22 13:19:03
GE;;***;H8;Hebräisch, regulärer Beginn in Jahrgang 8;;1;8;4;2020-08-13 10:28:35
GE;;***;H8;Hebräisch, regulärer Beginn in Jahrgang 8;0;2;8;4;2020-08-13 10:28:38
GM;;***;H8;Hebräisch, regulärer Beginn in Jahrgang 8;0;1;8;4;2016-02-22 15:48:08
GM;;***;H8;Hebräisch, regulärer Beginn in Jahrgang 8;0;2;8;4;2016-02-22 15:48:10
GY;;***;H8;Hebräisch, regulärer Beginn in Jahrgang 8;;1;8;4;2016-02-22 15:52:30
GY;;***;H8;Hebräisch, regulärer Beginn in Jahrgang 8;0;2;8;4;2016-02-22 15:52:32
PS;;***;H8;Hebräisch, regulärer Beginn in Jahrgang 8;0;1;8;3;2016-02-22 16:01:14
PS;;***;H8;Hebräisch, regulärer Beginn in Jahrgang 8;0;2;8;3;2016-02-22 16:01:15
SG;;***;H8;Hebräisch, regulärer Beginn in Jahrgang 8;0;1;8;5;2020-08-13 09:18:49
SG;;***;H8;Hebräisch, regulärer Beginn in Jahrgang 8;0;2;8;5;2020-08-13 09:18:41
SK;;***;H8;Hebräisch, regulärer Beginn in Jahrgang 8;0;1;8;4;2016-02-22 13:19:04
SK;;***;H8;Hebräisch, regulärer Beginn in Jahrgang 8;0;2;8;4;2016-02-22 13:19:07
GE;;***;HH;Herkunftssprache anstelle einer Pflichtfremdsprache - Kroatisch;;1;8;7;2020-08-13 10:28:58
GM;;***;HH;Herkunftssprache anstelle einer Pflichtfremdsprache - Kroatisch;0;1;8;7;2017-02-07 10:41:05
GY;;***;HH;Herkunftssprache anstelle einer Pflichtfremdsprache - Kroatisch;;1;8;7;2016-02-22 15:52:37
H;;R;HH;Herkunftssprache anstelle einer Pflichtfremdsprache - Kroatisch;;1;8;1;2016-02-22 15:57:23
PS;;***;HH;Herkunftssprache anstelle einer Pflichtfremdsprache - Kroatisch;0;1;8;6;2016-02-22 16:01:20
R;;***;HH;Herkunftssprache anstelle einer Pflichtfremdsprache - Kroatisch;0;1;8;1;2016-02-22 16:07:42
S;;***;HH;Herkunftssprache anstelle einer Pflichtfremdsprache - Kroatisch;;1;8;1;2016-02-22 14:21:11
SG;;***;HH;Herkunftssprache anstelle einer Pflichtfremdsprache - Kroatisch;;1;8;6;2016-02-22 13:33:49
SK;;***;HH;Herkunftssprache anstelle einer Pflichtfremdsprache - Kroatisch;0;1;8;6;2016-02-22 13:19:10
SR;;***;HH;Herkunftssprache anstelle einer Pflichtfremdsprache - Kroatisch;;1;8;1;2016-03-23 11:24:31
GE;;***;HQ;Hebräisch, außerhalb des regulären Fachunterrichts;0;1;8;6;2020-08-13 10:28:56
GM;;***;HQ;Hebräisch, außerhalb des regulären Fachunterrichts;0;1;8;6;2017-02-07 10:41:02
GY;;***;HQ;Hebräisch, außerhalb des regulären Fachunterrichts;0;1;8;6;2016-02-22 15:52:36
PS;;***;HQ;Hebräisch, außerhalb des regulären Fachunterrichts;0;1;8;5;2016-02-22 16:01:19
SG;;***;HQ;Hebräisch, außerhalb des regulären Fachunterrichts;0;1;8;5;2016-02-22 13:33:47
SK;;***;HQ;Hebräisch, außerhalb des regulären Fachunterrichts;0;1;8;5;2016-02-22 13:19:08
BK;;***;HR;Jüdische Religionslehre;;1;8;0;
G;;***;HR;Jüdische Religionslehre;0;1;8;1;2016-02-22 14:59:30
GE;;***;HR;Jüdische Religionslehre;;1;8;8;2020-08-13 10:29:01
GM;;***;HR;Jüdische Religionslehre;0;1;8;8;2017-02-07 10:41:07
GY;;***;HR;Jüdische Religionslehre;;1;8;8;2016-02-22 15:52:37
H;;***;HR;Jüdische Religionslehre;;1;8;2;2016-02-22 15:57:23
PS;;***;HR;Jüdische Religionslehre;0;1;8;7;2016-02-22 16:01:21
R;;***;HR;Jüdische Religionslehre;;1;8;2;2016-02-22 16:07:42
S;;***;HR;Jüdische Religionslehre;;1;8;2;2016-02-22 14:21:25
SB;;***;HR;Jüdische Religionslehre;0;1;8;0;
SG;;***;HR;Jüdische Religionslehre;;1;8;7;2016-02-22 13:33:50
SK;;***;HR;Jüdische Religionslehre;0;1;8;7;2016-02-22 13:19:11
SR;;***;HR;Jüdische Religionslehre;;1;8;2;2016-03-23 11:24:32
V;;***;HR;Jüdische Religionslehre;0;1;8;1;2016-02-22 13:10:42
WB;;***;HR;Jüdische Religionslehre;;1;8;2;2016-02-22 13:09:07
BK;;***;HU;Hausunterricht;;1;8;0;
G;;***;HU;Hausunterricht;;1;8;2;2016-02-22 14:59:39
GE;;***;HU;Hausunterricht;;1;8;9;2020-08-13 10:29:10
GM;;***;HU;Hausunterricht;0;1;8;9;2017-02-07 10:41:18
GY;;***;HU;Hausunterricht;;1;8;9;2016-02-22 15:52:39
H;;***;HU;Hausunterricht;;1;8;3;2016-02-22 15:57:25
PS;;***;HU;Hausunterricht;0;1;8;8;2016-02-22 16:01:23
R;;***;HU;Hausunterricht;;1;8;3;2016-02-22 16:07:43
S;;***;HU;Hausunterricht;;1;8;3;2016-02-22 14:21:39
SB;;***;HU;Hausunterricht;;1;8;0;
SG;;***;HU;Hausunterricht;;1;8;8;2016-02-22 13:33:52
SK;;***;HU;Hausunterricht;0;1;8;8;2016-02-22 13:19:13
SR;;***;HU;Hausunterricht;;1;8;3;2016-03-23 11:24:37
V;;***;HU;Hausunterricht;;1;8;2;2016-02-22 13:10:43
WB;;***;HU;Hausunterricht;;1;8;3;2016-02-22 13:09:07
GE;;***;HW;Hauswirtschaft;0;1;8;10;2020-08-13 10:29:24
GM;;***;HW;Hauswirtschaft;0;1;8;4;2020-05-22 13:51:30
H;;***;HW;Hauswirtschaft;0;1;8;4;2016-02-22 15:57:26
PS;;***;HW;Hauswirtschaft;0;1;8;9;2020-05-22 13:56:53
R;;***;HW;Hauswirtschaft;;1;8;4;2016-02-22 16:07:44
S;;***;HW;Hauswirtschaft;0;1;8;4;2016-02-22 14:21:53
SG;;***;HW;Hauswirtschaft;;1;8;9;2016-02-22 13:33:54
SK;;***;HW;Hauswirtschaft;0;1;8;9;2016-02-22 13:19:15
SR;;***;HW;Hauswirtschaft;;1;8;5;2016-02-22 13:12:26
WB;;***;HW;Hauswirtschaft;0;1;8;4;2016-02-22 13:09:10
BK;;***;HY;Hygiene;-1;1;8;0;
SB;;***;HY;Hygiene;;1;8;0;
BK;;***;I;Italienisch;-1;1;9;0;
FW;;***;I;Italienisch;0;1;9;1;2016-02-22 14:59:06
H;;R;I;Italienisch;0;1;9;1;2016-02-22 15:57:28
S;;***;I;Italienisch;0;1;9;1;2016-02-22 14:22:07
SB;;***;I;Italienisch;;1;9;0;
WB;;***;I;Italienisch;0;1;9;1;2016-02-22 13:08:41
GE;;***;I0;Italienisch, regulärer Beginn in der Einführungsphase;0;1;9;5;2020-08-13 10:29:38
GE;;***;I0;Italienisch, regulärer Beginn in der Einführungsphase;0;2;9;5;2020-08-13 10:29:31
GM;;***;I0;Italienisch, regulärer Beginn in der Einführungsphase;0;1;9;5;2017-02-07 10:37:13
GM;;***;I0;Italienisch, regulärer Beginn in der Einführungsphase;0;2;9;5;2017-02-07 10:37:15
GY;;***;I0;Italienisch, regulärer Beginn in der Einführungsphase;0;1;9;5;2016-02-22 15:52:50
GY;;***;I0;Italienisch, regulärer Beginn in der Einführungsphase;0;2;9;5;2016-02-22 15:52:53
PS;;***;I0;Italienisch, regulärer Beginn in der Einführungsphase;0;1;9;4;2016-02-22 16:01:30
PS;;***;I0;Italienisch, regulärer Beginn in der Einführungsphase;0;2;9;4;2016-02-22 16:01:32
SG;;***;I0;Italienisch, regulärer Beginn in der Einführungsphase;0;1;9;1;2016-02-22 13:33:55
SG;;***;I0;Italienisch, regulärer Beginn in der Einführungsphase;0;2;9;1;2016-02-22 13:33:56
GE;;***;I5;Italienisch, regulärer Beginn in Jahrgang 5;;1;9;1;2016-02-22 15:03:02
GE;;***;I5;Italienisch, regulärer Beginn in Jahrgang 5;0;2;9;1;2016-02-22 15:03:03
GM;;***;I5;Italienisch, regulärer Beginn in Jahrgang 5;0;1;9;1;2016-02-22 15:48:15
GM;;***;I5;Italienisch, regulärer Beginn in Jahrgang 5;0;2;9;1;2016-02-22 15:48:16
GY;;***;I5;Italienisch, regulärer Beginn in Jahrgang 5;;1;9;1;2016-02-22 15:52:42
GY;;***;I5;Italienisch, regulärer Beginn in Jahrgang 5;0;2;9;1;2016-02-22 15:52:43
PS;;***;I5;Italienisch, regulärer Beginn in Jahrgang 5;0;1;9;1;2016-02-22 16:01:25
PS;;***;I5;Italienisch, regulärer Beginn in Jahrgang 5;0;2;9;1;2016-02-22 16:01:25
R;;***;I5;Italienisch, regulärer Beginn in Jahrgang 5;0;1;9;1;2016-03-23 10:50:30
R;;***;I5;Italienisch, regulärer Beginn in Jahrgang 5;0;2;9;1;2016-03-23 12:56:30
SG;;***;I5;Italienisch, regulärer Beginn in Jahrgang 5;;1;9;2;2016-02-22 13:33:56
SG;;***;I5;Italienisch, regulärer Beginn in Jahrgang 5;0;2;9;2;2016-02-22 13:33:57
SK;;***;I5;Italienisch, regulärer Beginn in Jahrgang 5;0;1;9;1;2016-02-23 11:07:56
SK;;***;I5;Italienisch, regulärer Beginn in Jahrgang 5;0;2;9;1;2016-02-23 11:07:57
SR;;***;I5;Italienisch, regulärer Beginn in Jahrgang 5;0;1;9;1;2016-03-23 11:16:01
SR;;***;I5;Italienisch, regulärer Beginn in Jahrgang 5;0;2;9;1;2016-03-23 12:59:45
GE;;***;I6;Italienisch, regulärer Beginn in Jahrgang 6;0;1;9;2;2016-02-22 15:03:04
GE;;***;I6;Italienisch, regulärer Beginn in Jahrgang 6;0;2;9;2;2016-02-22 15:03:06
GM;;***;I6;Italienisch, regulärer Beginn in Jahrgang 6;0;1;9;2;2016-02-22 15:48:17
GM;;***;I6;Italienisch, regulärer Beginn in Jahrgang 6;0;2;9;2;2016-02-22 15:48:18
GY;;***;I6;Italienisch, regulärer Beginn in Jahrgang 6;0;1;9;2;2016-02-22 15:52:44
GY;;***;I6;Italienisch, regulärer Beginn in Jahrgang 6;0;2;9;2;2016-02-22 15:52:44
PS;;***;I6;Italienisch, regulärer Beginn in Jahrgang 6;0;1;9;2;2016-02-22 16:01:26
PS;;***;I6;Italienisch, regulärer Beginn in Jahrgang 6;0;2;9;2;2016-02-22 16:01:27
R;;***;I6;Italienisch, regulärer Beginn in Jahrgang 6;0;1;9;2;2016-03-23 10:54:04
R;;***;I6;Italienisch, regulärer Beginn in Jahrgang 6;0;2;9;2;2016-03-23 12:56:30
SG;;***;I6;Italienisch, regulärer Beginn in Jahrgang 6;0;1;9;3;2016-02-22 13:33:58
SG;;***;I6;Italienisch, regulärer Beginn in Jahrgang 6;0;2;9;3;2016-02-22 13:34:00
SK;;***;I6;Italienisch, regulärer Beginn in Jahrgang 6;0;1;9;2;2016-02-23 11:07:58
SK;;***;I6;Italienisch, regulärer Beginn in Jahrgang 6;0;2;9;2;2016-02-23 11:07:59
SR;;***;I6;Italienisch, regulärer Beginn in Jahrgang 6;0;1;9;2;2016-03-23 11:16:01
SR;;***;I6;Italienisch, regulärer Beginn in Jahrgang 6;0;2;9;2;2016-03-23 12:59:45
GE;;***;I7;Italienisch, regulärer Beginn in Jahrgang 7;0;1;9;3;2020-08-13 10:29:27
GE;;***;I7;Italienisch, regulärer Beginn in Jahrgang 7;0;2;9;3;2020-08-13 10:29:25
GM;;***;I7;Italienisch, regulärer Beginn in Jahrgang 7;0;1;9;3;2016-02-22 15:48:19
GM;;***;I7;Italienisch, regulärer Beginn in Jahrgang 7;0;2;9;3;2016-02-22 15:48:20
GY;;***;I7;Italienisch, regulärer Beginn in Jahrgang 7;;1;9;3;2016-02-22 15:52:45
GY;;***;I7;Italienisch, regulärer Beginn in Jahrgang 7;0;2;9;3;2016-02-22 15:52:46
R;;***;I7;Italienisch, regulärer Beginn in Jahrgang 7;0;1;9;3;2016-03-23 10:54:05
R;;***;I7;Italienisch, regulärer Beginn in Jahrgang 7;0;2;9;3;2016-03-23 12:56:31
SG;;***;I7;Italienisch, regulärer Beginn in Jahrgang 7;0;1;9;4;2020-08-13 09:18:52
SG;;***;I7;Italienisch, regulärer Beginn in Jahrgang 7;0;2;9;4;2020-08-13 09:18:50
SK;;***;I7;Italienisch, regulärer Beginn in Jahrgang 7;0;1;9;3;2016-02-23 11:08:00
SK;;***;I7;Italienisch, regulärer Beginn in Jahrgang 7;0;2;9;3;2016-02-23 11:08:01
GE;;***;I8;Italienisch, regulärer Beginn in Jahrgang 8;;1;9;4;2020-08-13 10:29:28
GE;;***;I8;Italienisch, regulärer Beginn in Jahrgang 8;0;2;9;4;2020-08-13 10:29:30
GM;;***;I8;Italienisch, regulärer Beginn in Jahrgang 8;0;1;9;4;2016-02-22 15:48:21
GM;;***;I8;Italienisch, regulärer Beginn in Jahrgang 8;0;2;9;4;2016-02-22 15:48:23
GY;;***;I8;Italienisch, regulärer Beginn in Jahrgang 8;;1;9;4;2016-02-22 15:52:47
GY;;***;I8;Italienisch, regulärer Beginn in Jahrgang 8;0;2;9;4;2016-02-22 15:52:49
PS;;***;I8;Italienisch, regulärer Beginn in Jahrgang 8;0;1;9;3;2016-02-22 16:01:28
PS;;***;I8;Italienisch, regulärer Beginn in Jahrgang 8;0;2;9;3;2016-02-22 16:01:30
R;;***;I8;Italienisch, regulärer Beginn in Jahrgang 8;0;1;9;4;2016-03-23 10:54:13
R;;***;I8;Italienisch, regulärer Beginn in Jahrgang 8;0;2;9;4;2016-03-23 12:56:44
SG;;***;I8;Italienisch, regulärer Beginn in Jahrgang 8;0;1;9;5;2020-08-13 09:19:17
SG;;***;I8;Italienisch, regulärer Beginn in Jahrgang 8;0;2;9;5;2020-08-13 09:18:53
SK;;***;I8;Italienisch, regulärer Beginn in Jahrgang 8;0;1;9;4;2016-02-23 11:08:02
SK;;***;I8;Italienisch, regulärer Beginn in Jahrgang 8;0;2;9;4;2016-02-23 11:08:18
SR;;***;I8;Italienisch, regulärer Beginn in Jahrgang 8;0;1;9;3;2016-03-23 11:25:23
SR;;***;I8;Italienisch, regulärer Beginn in Jahrgang 8;0;2;9;4;2016-03-23 12:59:46
GE;;***;IE;Individuelles Lernen (Ergänzungsstunden, Ganztag- und Betreuungsangebote);0;1;9;7;2020-08-13 10:29:46
GM;;***;IE;Individuelles Lernen (Ergänzungsstunden, Ganztag- und Betreuungsangebote);0;1;9;7;2019-04-08 11:30:09
GY;;***;IE;Individuelles Lernen (Ergänzungsstunden, Ganztag- und Betreuungsangebote);0;1;9;7;2019-04-08 10:57:35
H;;***;IE;Individuelles Lernen (Ergänzungsstunden, Ganztag- und Betreuungsangebote);0;1;9;2;2019-04-08 11:40:06
PS;;***;IE;Individuelles Lernen (Ergänzungsstunden, Ganztag- und Betreuungsangebote);0;1;9;6;2019-04-08 11:49:14
R;;***;IE;Individuelles Lernen (Ergänzungsstunden, Ganztag- und Betreuungsangebote);0;1;9;6;2019-04-08 11:44:28
SG;;***;IE;Individuelles Lernen (Ergänzungsstunden, Ganztag- und Betreuungsangebote);0;1;9;5;2019-04-08 12:42:25
SK;;***;IE;Individuelles Lernen (Ergänzungsstunden, Ganztag- und Betreuungsangebote);0;1;9;7;2019-04-08 13:01:40
SR;;***;IE;Individuelles Lernen (Ergänzungsstunden, Ganztag- und Betreuungsangebote);0;1;9;5;2019-04-08 12:56:02
V;;***;IE;Individuelles Lernen (Ergänzungsstunden, Ganztag- und Betreuungsangebote);0;1;9;1;2019-04-08 13:10:48
BK;;***;IF;Informatik;0;1;9;0;
GE;;***;IF;Informatik;;1;9;9;2020-08-13 10:29:51
GM;;***;IF;Informatik;0;1;9;9;2019-04-08 11:20:09
GY;;***;IF;Informatik;;1;9;9;2019-04-08 10:56:12
H;;***;IF;Informatik;;1;9;4;2019-04-08 11:38:34
PS;;***;IF;Informatik;0;1;9;8;2019-04-08 11:47:18
R;;***;IF;Informatik;;1;9;8;2019-04-08 11:42:37
S;;***;IF;Informatik;0;1;9;2;2016-02-22 14:22:10
SB;;***;IF;Informatik;0;1;9;0;
SG;;***;IF;Informatik;;1;9;7;2019-04-08 12:37:37
SK;;***;IF;Informatik;0;1;9;9;2019-04-08 13:00:15
SR;;***;IF;Informatik;;1;9;7;2019-04-08 12:54:06
V;;***;IF;Informatik;;1;9;3;2019-04-08 13:08:49
WB;;***;IF;Informatik;0;1;9;2;2016-02-22 13:08:42
GE;;***;IH;Herkunftssprache anstelle einer Pflichtfremdsprache - Italienisch;;1;9;10;2020-08-13 10:29:52
GM;;***;IH;Herkunftssprache anstelle einer Pflichtfremdsprache - Italienisch;0;1;9;10;2019-04-08 11:20:11
GY;;***;IH;Herkunftssprache anstelle einer Pflichtfremdsprache - Italienisch;;1;9;10;2019-04-08 10:56:15
H;;R;IH;Herkunftssprache anstelle einer Pflichtfremdsprache - Italienisch;0;1;9;5;2019-04-08 11:38:36
PS;;***;IH;Herkunftssprache anstelle einer Pflichtfremdsprache - Italienisch;0;1;9;9;2019-04-08 11:47:20
R;;***;IH;Herkunftssprache anstelle einer Pflichtfremdsprache - Italienisch;0;1;9;9;2019-04-08 11:42:39
S;;***;IH;Herkunftssprache anstelle einer Pflichtfremdsprache - Italienisch;0;1;9;3;2016-02-22 14:22:23
SG;;***;IH;Herkunftssprache anstelle einer Pflichtfremdsprache - Italienisch;;1;9;8;2019-04-08 12:37:42
SK;;***;IH;Herkunftssprache anstelle einer Pflichtfremdsprache - Italienisch;0;1;9;10;2019-04-08 13:00:18
SR;;***;IH;Herkunftssprache anstelle einer Pflichtfremdsprache - Italienisch;;1;9;8;2019-04-08 12:54:09
GE;;***;IK;Individuelles Lernen (dem Kernstundenkontingent entnommen);0;1;9;8;2020-08-13 10:29:48
GM;;***;IK;Individuelles Lernen (dem Kernstundenkontingent entnommen);0;1;9;8;2019-04-08 11:30:32
GY;;***;IK;Individuelles Lernen (dem Kernstundenkontingent entnommen);0;1;9;8;2019-04-08 10:58:13
H;;***;IK;Individuelles Lernen (dem Kernstundenkontingent entnommen);0;1;9;3;2019-04-08 11:40:25
PS;;***;IK;Individuelles Lernen (dem Kernstundenkontingent entnommen);0;1;9;7;2019-04-08 11:49:44
R;;***;IK;Individuelles Lernen (dem Kernstundenkontingent entnommen);0;1;9;7;2019-04-08 11:44:50
SG;;***;IK;Individuelles Lernen (dem Kernstundenkontingent entnommen);0;1;9;7;2020-08-13 09:19:28
SK;;***;IK;Individuelles Lernen (dem Kernstundenkontingent entnommen);0;1;9;8;2019-04-08 13:04:24
SR;;***;IK;Individuelles Lernen (dem Kernstundenkontingent entnommen);0;1;9;6;2019-04-08 12:59:21
V;;***;IK;Individuelles Lernen (dem Kernstundenkontingent entnommen);0;1;9;2;2019-04-08 13:11:12
BK;;***;IL;Islamische Religionslehre;0;1;9;0;2018-06-06 13:51:49
G;;***;IL;Islamische Religionslehre;0;1;9;3;2016-03-23 10:37:45
GE;;***;IL;Islamische Religionslehre;0;1;9;12;2019-04-08 10:44:28
GM;;***;IL;Islamische Religionslehre;0;1;9;13;2019-04-08 11:27:14
GY;;***;IL;Islamische Religionslehre;0;1;9;13;2019-04-08 10:56:29
H;;***;IL;Islamische Religionslehre;0;1;9;8;2019-04-08 11:38:52
PS;;***;IL;Islamische Religionslehre;0;1;9;12;2019-04-08 11:47:29
R;;***;IL;Islamische Religionslehre;0;1;9;10;2019-04-08 11:42:42
S;;***;IL;Islamische Religionslehre;0;1;9;6;2016-03-23 10:37:51
SB;;***;IL;Islamische Religionslehre;0;1;9;0;2018-06-06 13:54:59
SG;;***;IL;Islamische Religionslehre;0;1;9;11;2019-04-08 12:37:50
SK;;***;IL;Islamische Religionslehre;0;1;9;13;2019-04-08 13:00:41
SR;;***;IL;Islamische Religionslehre;0;1;9;11;2019-04-08 12:54:21
V;;***;IL;Islamische Religionslehre;0;1;9;6;2019-04-08 13:08:59
WB;;***;IL;Islamische Religionslehre;0;1;9;4;2018-06-05 16:16:24
G;;***;IM;Unterricht in der Herkunftssprache - Italienisch;;1;9;1;2016-02-22 14:59:41
GE;;***;IM;Unterricht in der Herkunftssprache - Italienisch;;1;9;11;2020-08-13 10:30:23
GM;;***;IM;Unterricht in der Herkunftssprache - Italienisch;0;1;9;11;2019-04-08 11:27:04
GY;;***;IM;Unterricht in der Herkunftssprache - Italienisch;;1;9;11;2019-04-08 10:56:18
H;;***;IM;Unterricht in der Herkunftssprache - Italienisch;;1;9;6;2019-04-08 11:38:38
PS;;***;IM;Unterricht in der Herkunftssprache - Italienisch;0;1;9;10;2019-04-08 11:47:23
R;;***;IM;Unterricht in der Herkunftssprache - Italienisch;;1;9;11;2019-04-08 11:42:44
S;;***;IM;Unterricht in der Herkunftssprache - Italienisch;0;1;9;4;2016-02-22 14:22:39
SG;;***;IM;Unterricht in der Herkunftssprache - Italienisch;;1;9;9;2019-04-08 12:37:44
SK;;***;IM;Unterricht in der Herkunftssprache - Italienisch;0;1;9;11;2019-04-08 13:00:19
SR;;***;IM;Unterricht in der Herkunftssprache - Italienisch;;1;9;9;2019-04-08 12:54:11
V;;***;IM;Unterricht in der Herkunftssprache - Italienisch;;1;9;4;2019-04-08 13:08:52
GE;;***;IN;Instrumentalpraktischer Grundkurs;0;1;9;13;2019-04-08 10:44:38
GM;;***;IN;Instrumentalpraktischer Grundkurs;0;1;9;14;2019-04-08 11:28:49
GY;;***;IN;Instrumentalpraktischer Grundkurs;0;1;9;14;2019-04-08 10:56:36
PS;;***;IN;Instrumentalpraktischer Grundkurs;0;1;9;13;2019-04-08 11:47:35
SG;;***;IN;Instrumentalpraktischer Grundkurs;0;1;9;12;2019-04-08 12:37:58
GE;;***;IQ;Italienisch, außerhalb des regulären Fachunterrichts;0;1;9;6;2020-08-13 10:29:43
GM;;***;IQ;Italienisch, außerhalb des regulären Fachunterrichts;0;1;9;6;2017-02-07 10:41:21
GY;;***;IQ;Italienisch, außerhalb des regulären Fachunterrichts;0;1;9;6;2016-02-22 15:52:54
PS;;***;IQ;Italienisch, außerhalb des regulären Fachunterrichts;0;1;9;5;2016-02-22 16:01:33
R;;***;IQ;Italienisch, außerhalb des regulären Fachunterrichts;0;1;9;5;2016-03-23 10:54:34
SG;;***;IQ;Italienisch, außerhalb des regulären Fachunterrichts;0;1;9;6;2020-08-13 09:19:21
SK;;***;IQ;Italienisch, außerhalb des regulären Fachunterrichts;0;1;9;6;2016-02-22 13:19:39
SR;;***;IQ;Italienisch, außerhalb des regulären Fachunterrichts;0;1;9;4;2016-03-23 11:25:28
GE;;***;JH;Herkunftssprache anstelle einer Pflichtfremdsprache - Niederländisch;0;1;10;1;2018-04-04 15:57:49
GM;;***;JH;Herkunftssprache anstelle einer Pflichtfremdsprache - Niederländisch;0;1;10;1;2018-04-04 15:15:21
GY;;***;JH;Herkunftssprache anstelle einer Pflichtfremdsprache - Niederländisch;0;1;10;1;2018-04-04 17:20:00
H;;***;JH;Herkunftssprache anstelle einer Pflichtfremdsprache - Niederländisch;0;1;10;1;2018-04-04 17:08:17
PS;;***;JH;Herkunftssprache anstelle einer Pflichtfremdsprache - Niederländisch;0;1;10;1;2018-04-05 09:52:51
R;;***;JH;Herkunftssprache anstelle einer Pflichtfremdsprache - Niederländisch;0;1;10;1;2018-04-05 09:30:23
S;;***;JH;Herkunftssprache anstelle einer Pflichtfremdsprache - Niederländisch;0;1;10;1;2018-04-06 16:17:40
SG;;***;JH;Herkunftssprache anstelle einer Pflichtfremdsprache - Niederländisch;0;1;10;1;2018-04-05 11:28:24
SK;;***;JH;Herkunftssprache anstelle einer Pflichtfremdsprache - Niederländisch;0;1;10;1;2018-04-05 10:11:44
SR;;***;JH;Herkunftssprache anstelle einer Pflichtfremdsprache - Niederländisch;0;1;10;1;2018-04-05 11:47:49
BK;;***;K;Japanisch;0;1;11;0;
SB;;***;K;Japanisch;0;1;11;0;
WB;;***;K;Japanisch;0;1;11;1;2016-02-22 13:08:36
GE;;***;K0;Japanisch, regulärer Beginn in der Einführungsphase;0;1;11;5;2020-08-13 10:30:30
GE;;***;K0;Japanisch, regulärer Beginn in der Einführungsphase;0;2;11;5;2020-08-13 10:30:35
GM;;***;K0;Japanisch, regulärer Beginn in der Einführungsphase;0;1;11;5;2017-02-07 10:37:18
GM;;***;K0;Japanisch, regulärer Beginn in der Einführungsphase;0;2;11;5;2017-02-07 10:37:18
